store,month,sales,price,promo
79,3,117.24,3.9698,1
79,4,143.3,3.8621,0
79,5,97.427,4.1783,1
79,6,150.61,4.0165,0
79,7,99.314,3.9351,0
79,8,107.53,4.0927,0
79,9,151.76,3.924,0
79,10,99.872,4.0647,1
79,11,100.56,4.0883,0
79,12,128.16,4.1518,1
80,1,101.37,3.0865,0
80,2,116.62,3.0611,1
80,3,122.73,2.88,1
80,4,135.48,2.7982,0
80,5,107.38,3.0368,0
80,6,100.85,2.9948,0
80,7,88.137,2.9454,0
80,8,80.794,2.9051,0
80,9,122.11,3.0416,0
80,10,117.53,3.2066,0
80,11,110.32,3.0629,0
80,12,111.42,3.0851,1
81,1,111.91,3.3943,0
81,2,136.57,3.3899,1
81,3,124.54,3.3691,0
81,4,106.92,3.4208,1
81,5,119.42,3.4304,1
81,6,115.29,3.3958,0
81,7,108.05,3.5704,1
81,8,160.9,3.5984,1
81,9,143.57,3.44,0
81,10,161.16,3.3437,1
81,11,120.02,3.4852,0
81,12,140.27,3.681,0
82,1,127.04,1.8115,0
82,2,124.79,2.1017,0
82,3,69.773,2.0296,0
82,4,104.43,1.9999,0
82,5,93.651,1.9255,0
82,6,143.75,1.8703,0
82,7,143.96,2.1269,0
82,8,108.33,1.9301,0
82,9,139.23,1.8565,0
82,10,100.7,2.1594,0
82,11,113.22,1.6969,0
82,12,102.77,2.0929,0
83,1,119.08,3.1642,1
83,2,124.62,3.1984,0
83,3,103.16,3.2689,0
83,4,114.12,3.3761,0
83,5,109.52,3.3576,0
83,6,119.95,3.2702,0
83,7,100.31,3.3524,0
83,8,97.56,3.3972,1
83,9,117.82,3.2645,1
83,10,127.94,3.4344,1
83,11,143.4,3.1785,1
83,12,134.64,3.538,1
84,1,123.22,2.7191,0
84,2,90.212,2.7893,0
84,3,124.85,2.7268,0
84,4,134.43,2.7641,0
84,5,71.04,2.5763,0
84,6,122.51,2.6538,0
84,7,89.206,2.8526,0
84,8,129.08,2.766,0
84,9,131.86,2.8757,0
84,10,157.1,2.798,0
84,11,138.82,2.6875,0
84,12,75.686,2.866,0
85,1,107.24,2.8027,0
85,2,123.28,2.7644,1
85,3,111.09,2.6061,0
85,4,139.11,2.6382,0
85,5,108.05,2.7845,0
85,6,108.93,2.8175,1
85,7,102.33,2.9378,0
85,8,134.31,2.7555,0
85,9,111.94,2.9012,0
85,10,106.04,2.8789,0
85,11,117.73,2.9454,0
85,12,112.57,2.8399,0
86,1,126.28,4.0328,0
86,2,137.62,4.2996,1
86,3,99.247,4.3721,0
86,4,114.09,4.3104,0
86,5,119.43,4.1201,0
86,6,138.09,4.1534,0
86,7,131.33,4.2386,0
86,8,118.44,4.2168,0
86,9,92.215,4.1607,0
86,10,124.46,4.3837,1
86,11,126.11,4.2193,1
86,12,122.1,4.3832,0
87,1,32.275,0.37933,0
87,2,105.01,0.41097,0
87,3,100.4,0.4212,0
87,4,89.295,0.39796,0
87,5,94.775,0.41417,0
87,6,95.167,0.40746,0
87,7,155.15,0.27009,0
87,8,78.447,0.51593,0
87,9,114.55,0.49307,0
87,10,99.394,0.35993,0
87,11,108.4,0.41736,0
87,12,89.699,0.50219,0
88,1,74.667,3.1824,0
88,2,102.23,3.3606,1
88,3,148.25,3.3166,1
88,4,137.15,3.1654,0
88,5,88.222,3.0383,0
88,6,126.5,3.2152,0
88,7,126.19,3.3845,0
88,8,148.19,3.3339,0
88,9,101.19,3.342,1
88,10,83.574,3.4711,0
88,11,146.53,3.4117,0
88,12,107.49,3.3265,0
89,1,129.79,2.5758,0
89,2,125.37,2.5632,0
89,3,101.3,2.6422,0
89,4,105.97,2.7425,0
89,5,115,2.6593,0
89,6,113.82,2.738,0
89,7,131.32,2.4509,0
89,8,97.031,2.6457,0
89,9,67.519,2.7779,0
89,10,108.92,2.6377,1
89,11,106.12,2.7783,0
89,12,116.33,2.7481,0
90,1,128.2,3.2956,0
90,2,132.27,3.4011,0
90,3,153.42,3.3381,1
90,4,116.43,3.373,1
90,5,89.567,3.4927,1
90,6,101.78,3.2973,1
90,7,105.67,3.3738,1
90,8,110.25,3.4473,0
90,9,104.87,3.4694,0
90,10,98.245,3.628,0
90,11,131.49,3.4313,0
90,12,130.81,3.5521,0
91,1,164.53,2.4462,0
91,2,133.15,2.5978,1
91,3,134.55,2.3995,0
91,4,106.02,2.4108,0
91,5,104.93,2.6248,0
91,6,118.94,2.4127,0
91,7,106.72,2.3482,0
91,8,112.31,2.6317,0
91,9,114.38,2.4618,0
91,10,107.6,2.5123,0
91,11,150.21,2.4682,0
91,12,162.69,2.5856,0
92,1,61.532,1.775,0
92,2,131.74,1.8335,1
92,3,77.799,1.9386,0
92,4,128.28,1.8016,0
92,5,119.7,1.9256,0
92,6,117.05,1.9127,0
92,7,125.86,2.0031,1
92,8,127.03,1.6924,0
92,9,99.506,2.0405,0
92,10,117.63,2.0322,0
92,11,139.29,1.7774,0
92,12,111.55,2.0353,0
93,1,124.53,4.0738,0
93,2,127.56,4.0651,0
93,3,81.572,4.0324,0
93,4,101.21,4.1949,0
93,5,66.243,4.2731,0
93,6,99.309,4.2881,0
93,7,101.08,4.051,0
93,8,98.442,4.1494,0
93,9,139.7,4.2154,1
93,10,72.366,4.2026,0
93,11,144.17,4.223,0
93,12,128.45,4.1696,1
94,1,112.04,2.7897,0
94,2,100.78,2.8804,0
94,3,125.18,3.0029,0
94,4,126.5,2.9743,1
94,5,119.61,3.1246,1
94,6,103.23,2.9412,0
94,7,156.83,2.8357,0
94,8,100.16,3.0047,0
94,9,148.92,2.8798,1
94,10,98.037,3.0854,0
94,11,130.19,2.9311,0
94,12,140.34,3.0232,0
95,1,148.36,3.3547,1
95,2,107.54,3.575,0
95,3,118.16,3.4908,0
95,4,128.22,3.4704,1
95,5,129.64,3.6057,1
95,6,116.52,3.5627,0
95,7,101.09,3.538,0
95,8,163.48,3.4557,1
95,9,125.57,3.4026,1
95,10,85.759,3.5458,0
95,11,121.03,3.3378,0
95,12,130.11,3.4562,1
96,1,166.13,3.5756,1
96,2,114.93,3.5485,0
96,3,85.397,3.6373,0
96,4,101.18,3.6588,0
96,5,127.42,3.8258,1
96,6,138.84,3.9382,1
96,7,112.14,3.7015,0
96,8,114.04,3.7071,0
96,9,117.42,3.7241,0
96,10,107.88,3.8173,0
96,11,117.42,3.8852,0
96,12,123.84,3.6839,0
97,1,107.18,2.4816,0
97,2,153.29,2.683,1
97,3,124.94,2.5293,0
97,4,84.951,2.6989,0
97,5,137.9,2.6865,0
97,6,130.16,2.7424,0
97,7,112.98,2.7305,1
97,8,148.91,2.5389,1
97,9,108.31,2.8072,1
97,10,118.06,2.708,0
97,11,120.2,2.6591,0
97,12,154.23,2.8083,1
98,1,104.29,2.4455,0
98,2,138.22,2.5735,0
98,3,99.174,2.6884,0
98,4,111.71,2.8057,0
98,5,118.23,2.7463,0
98,6,105.85,2.5755,0
98,7,96.02,2.6818,0
98,8,118.28,2.8497,1
98,9,121.62,2.7497,1
98,10,111.27,2.5726,0
98,11,94.185,2.9277,0
98,12,115.59,2.8671,0
99,1,130.78,2.9518,0
99,2,101.97,2.7305,0
99,3,134.74,3.0619,0
99,4,147.86,2.8352,0
99,5,129.53,2.9999,0
99,6,91.171,3.059,1
99,7,143.04,3.0976,0
99,8,103.26,2.839,0
99,9,119.35,2.8963,0
99,10,122.92,2.9524,0
99,11,126.2,2.7403,0
99,12,124.24,2.8959,0
100,1,119.11,3.1617,0
100,2,128.38,3.2141,0
100,3,83.163,3.2078,0
100,4,121.84,3.2156,0
100,5,134.02,3.2964,0
100,6,137.44,3.1079,1
100,7,84.039,3.2437,0
100,8,132.36,3.2693,0
100,9,126.83,3.2971,0
100,10,125.87,3.199,0
100,11,124.41,3.1433,0
100,12,115.99,3.2748,1
101,1,111.36,3.2674,0
101,2,119.15,3.3387,1
101,3,104.42,3.1347,0
101,4,134.29,3.2488,1
101,5,139.63,3.2047,0
101,6,116.99,3.2094,0
101,7,68.317,3.1777,0
101,8,121.82,3.3136,0
101,9,125.18,3.0965,0
101,10,127.96,3.396,1
101,11,103.04,3.2278,0
101,12,125.37,3.2595,1
102,1,102.13,3.4846,0
102,2,99.289,3.6608,0
102,3,107.85,3.7573,1
102,4,126.87,3.7168,1
102,5,107.68,3.6037,0
102,6,121.98,3.7552,0
102,7,148.23,4,1
102,8,83.4,3.7495,0
102,9,129.58,3.7583,0
102,10,100.36,3.8593,0
102,11,117.4,3.7936,0
102,12,146.21,3.7739,0
103,1,86.836,2.6248,0
103,2,115.55,2.7829,0
103,3,140.04,2.5414,0
103,4,162.69,2.4821,1
103,5,124.43,2.7333,0
103,6,118.33,2.7372,0
103,7,96.908,2.6141,0
103,8,122.84,2.5721,0
103,9,114.09,2.6324,0
103,10,125.83,2.7672,0
103,11,131.49,2.6813,0
103,12,131.94,2.669,0
104,1,123.98,3.1393,1
104,2,110.85,3.2431,0
104,3,117.73,3.1093,1
104,4,143.6,3.175,0
104,5,127.27,3.2807,0
104,6,121.21,3.265,0
104,7,109.63,3.3263,0
104,8,120.47,3.1346,0
104,9,119.56,2.9838,0
104,10,100.69,3.3439,0
104,11,145.18,3.1259,0
104,12,101.03,3.451,0
105,1,95.183,2.399,0
105,2,89.798,2.2607,0
105,3,108.82,2.1852,0
105,4,116.58,2.485,0
105,5,116.65,2.4969,0
105,6,110.81,2.4507,0
105,7,102.34,2.2809,0
105,8,103.79,2.3317,0
105,9,112.13,2.4875,0
105,10,58.571,2.5744,0
105,11,91.958,2.4818,0
105,12,128.33,2.4811,1
106,1,144.14,2.9858,0
106,2,97.968,3.1122,1
106,3,102.27,2.9911,0
106,4,132.04,2.966,0
106,5,105.92,2.9342,0
106,6,111.66,3.0391,1
106,7,136.8,3.0079,0
106,8,96.661,2.9563,0
106,9,121.54,2.9807,0
106,10,117.21,2.9244,0
106,11,91.619,2.734,0
106,12,133.35,3.0197,1
107,1,107.08,2.2234,0
107,2,117.06,2.1293,0
107,3,139.57,2.291,0
107,4,163.37,2.1987,0
107,5,122.02,2.2324,0
107,6,126.67,2.3498,0
107,7,99.181,2.2397,0
107,8,115.56,2.5131,0
107,9,113.71,2.1599,0
107,10,101.97,2.363,0
107,11,110.06,2.3035,0
107,12,105.61,2.5353,0
108,1,139.98,4.154,0
108,2,125.25,4.111,0
108,3,118.45,4.1683,0
108,4,124.48,4.1838,0
108,5,147.73,4.1308,1
108,6,83.27,4.2939,0
108,7,152.12,4.0539,0
108,8,140,4.2212,1
108,9,149.8,4.1604,0
108,10,119.27,4.0164,0
108,11,173.14,4.1003,0
108,12,114.26,4.2803,1
109,1,115.76,3.8254,0
109,2,109.42,3.7263,0
109,3,96.261,3.7083,1
109,4,142.96,3.651,0
109,5,119.41,3.7499,0
109,6,83.062,3.6716,0
109,7,144.54,3.8627,0
109,8,118.02,3.7947,0
109,9,95.987,3.6777,0
109,10,97.043,3.8013,0
109,11,136.2,3.8409,1
109,12,90.164,3.7759,0
110,1,91.496,2.1169,0
110,2,122.84,2.372,0
110,3,123.42,2.2033,0
110,4,136.53,2.1104,0
110,5,135.57,2.1527,0
110,6,129.16,2.2125,0
110,7,157.23,2.1486,1
110,8,159.35,2.3649,0
110,9,142.79,2.4269,0
110,10,119.73,2.2533,1
110,11,79.118,2.4635,0
110,12,120.1,2.4187,0
111,1,121.64,3.582,0
111,2,136.14,3.5477,0
111,3,133.87,3.5382,0
111,4,109.18,3.53,0
111,5,87.92,3.7433,1
111,6,91.715,3.7669,0
111,7,115.91,3.7692,0
111,8,138.13,3.647,0
111,9,142.28,3.8547,0
111,10,133.25,3.597,0
111,11,119.7,3.8452,0
111,12,158.06,3.78,0
112,1,105.99,0.59773,0
112,2,97.238,0.85623,0
112,3,129.48,0.85358,0
112,4,151.77,0.90317,0
112,5,98.533,0.69021,0
112,6,140.97,0.82942,0
112,7,111.51,0.91409,0
112,8,83.018,0.82464,0
112,9,102.4,0.94698,0
112,10,107.92,1.0243,0
112,11,147.7,0.95653,0
112,12,124.04,0.91227,0
113,1,119.92,2.2032,0
113,2,95.903,2.1933,0
113,3,68.741,2.2571,0
113,4,133.14,2.3259,0
113,5,113.11,2.2788,0
113,6,160.88,2.3787,0
113,7,95.074,2.2423,0
113,8,171.6,2.3384,0
113,9,125.21,2.1837,0
113,10,113.41,2.3207,0
113,11,118.14,2.3982,0
113,12,156.47,2.3147,0
114,1,92.541,1.2799,0
114,2,116.33,1.2301,0
114,3,124.54,1.0528,0
114,4,149.07,0.9937,0
114,5,87.541,1.1869,0
114,6,68.334,1.3608,0
114,7,93.141,1.3178,0
114,8,124.02,1.1559,0
114,9,146.8,1.1557,0
114,10,106.2,1.2248,0
114,11,130.56,1.1628,0
114,12,145.33,1.2845,0
115,1,97.262,3.4292,0
115,2,118.78,3.373,0
115,3,143.01,3.5982,0
115,4,135.96,3.4723,0
115,5,125.2,3.3203,1
115,6,161.49,3.5989,0
115,7,105.64,3.1828,0
115,8,131.06,3.5265,0
115,9,181.62,3.4265,0
115,10,166.54,3.5354,0
115,11,128.42,3.3239,0
115,12,92.123,3.6259,0
116,1,115.69,3.6123,0
116,2,81.731,3.6852,0
116,3,65.13,3.7067,1
116,4,77.026,3.6326,0
116,5,94.437,3.7015,0
116,6,141.39,3.7759,0
116,7,116.51,3.6418,0
116,8,112.74,3.8046,0
116,9,123.93,3.793,1
116,10,131.63,3.7388,1
116,11,150.31,3.9432,0
116,12,95.361,3.7678,0
117,1,114.28,2.3951,1
117,2,102.67,2.4701,0
117,3,96.964,2.3037,0
117,4,100.97,2.679,0
117,5,95.817,2.4599,0
117,6,89.222,2.4029,0
117,7,121.11,2.3672,0
117,8,135.71,2.3837,0
117,9,148.47,2.5125,0
117,10,107.77,2.6314,0
117,11,121.97,2.6238,0
117,12,74.221,2.5608,0
118,1,146.28,2.7181,0
118,2,125.05,2.679,1
118,3,127.73,2.7903,0
118,4,125.64,2.9628,1
118,5,104.71,2.8196,0
118,6,101.98,2.7509,0
118,7,119.96,2.8564,0
118,8,123.98,2.6841,0
118,9,127.07,2.6649,1
118,10,112.44,2.7505,0
118,11,165.25,2.8805,0
118,12,144.27,2.9857,0
119,1,74.327,2.698,0
119,2,93.382,2.433,0
119,3,98.02,2.6703,0
119,4,120.47,2.5876,0
119,5,92.225,2.6838,0
119,6,132.76,2.747,0
119,7,109.25,2.5884,0
119,8,114.25,2.726,0
119,9,86.761,2.6555,1
119,10,98.662,2.7548,0
119,11,126.77,2.6163,0
119,12,127.84,2.6183,0
120,1,113.61,3.7799,0
120,2,56.362,3.7897,0
120,3,118.6,3.8404,0
120,4,134.66,3.9473,0
120,5,125.81,3.8011,1
120,6,127.95,3.8881,0
120,7,122.45,3.7815,1
120,8,122.97,3.8197,0
120,9,143.59,3.9283,0
120,10,116.29,3.8565,0
120,11,134.3,3.7899,0
120,12,116.01,4.0879,0
121,1,99.536,4.5218,0
121,2,91.288,4.4024,0
121,3,82.421,4.1791,1
121,4,123.04,4.3789,0
121,5,107.74,4.2705,1
121,6,130.99,4.3831,1
121,7,122.92,4.3839,0
121,8,137.43,4.5339,0
121,9,124.96,4.4423,0
121,10,124.99,4.2879,0
121,11,112.19,4.4848,0
121,12,109.33,4.5354,0
122,1,127.06,2.694,0
122,2,107.47,2.6005,0
122,3,155.66,2.7825,0
122,4,136.83,2.9334,0
122,5,142,2.9187,0
122,6,133.11,2.7214,1
122,7,133.3,2.7072,0
122,8,124.27,2.7676,0
122,9,140.87,2.7625,0
122,10,110.23,2.9319,0
122,11,158.92,2.7977,0
122,12,112.77,3.0812,0
123,1,110.43,2.6429,0
123,2,91.681,2.5604,0
123,3,85.514,2.3226,0
123,4,97.082,2.5875,0
123,5,104.05,2.5603,0
123,6,127.08,2.5586,0
123,7,110.44,2.5121,0
123,8,116.14,2.5792,0
123,9,127.33,2.4786,0
123,10,142.48,2.3881,0
123,11,122.99,2.6201,0
123,12,119.27,2.7041,0
124,1,122.99,2.4614,0
124,2,121.55,2.622,0
124,3,107.76,2.5321,0
124,4,125.75,2.4823,0
124,5,63.836,2.4297,0
124,6,122.04,2.5639,1
124,7,101.36,2.656,1
124,8,89.042,2.5228,0
124,9,127.84,2.6188,1
124,10,142.89,2.4851,0
124,11,120.01,2.6526,0
124,12,118.8,2.4994,1
125,1,125.28,3.6255,0
125,2,123.81,3.6122,0
125,3,111.34,3.5655,0
125,4,123.77,3.7671,0
125,5,114.87,3.5713,0
125,6,74.671,3.6649,0
125,7,115.22,3.8674,0
125,8,108.48,3.4958,0
125,9,126.49,3.7134,0
125,10,103.92,3.7425,0
125,11,100.03,3.6682,0
125,12,98.008,3.8309,0
126,1,104.09,3.846,0
126,2,119.83,3.7937,1
126,3,134.72,4.0316,0
126,4,121.55,3.9283,1
126,5,116.67,3.7933,1
126,6,141.67,3.8283,0
126,7,130.67,3.6914,0
126,8,118.19,3.8554,0
126,9,124.21,4.0165,0
126,10,125.89,3.9862,0
126,11,134.73,3.9104,0
126,12,100.64,4.0262,0
127,1,89.963,3.4158,0
127,2,119.55,3.4389,0
127,3,98.462,3.3772,0
127,4,146.38,3.223,0
127,5,129.67,3.2599,0
127,6,81.446,3.5414,0
127,7,78.699,3.2218,0
127,8,128.35,3.3644,0
127,9,118.25,3.303,0
127,10,101.06,3.4851,0
127,11,133.64,3.4321,0
127,12,132.08,3.3512,0
128,1,110.49,2.704,0
128,2,126.93,2.7409,0
128,3,118.82,2.8128,0
128,4,116.99,2.613,0
128,5,137.88,2.7725,0
128,6,118.07,2.761,1
128,7,150.08,2.7532,0
128,8,105.83,3.052,0
128,9,105.01,3.0635,0
128,10,93.112,2.768,0
128,11,95.883,2.928,0
128,12,151.42,2.8773,0
129,1,114.94,4.0503,0
129,2,110.18,4.0125,0
129,3,156.87,4.0905,0
129,4,128.71,3.9684,0
129,5,99.735,4.0324,0
129,6,124.67,4.0629,0
129,7,107.52,3.9206,1
129,8,124.43,3.8648,1
129,9,116.27,3.8068,0
129,10,106.15,4.1454,0
129,11,106.07,3.9967,0
129,12,137.18,4.239,1
130,1,114.04,4.0311,1
130,2,110.27,4.1384,0
130,3,100.15,4.2776,0
130,4,105.45,4.1925,1
130,5,126.18,4.0414,1
130,6,100.16,4.135,0
130,7,115.1,4.1564,0
130,8,129.57,4.1355,1
130,9,70.677,4.1445,0
130,10,102.48,4.2857,0
130,11,88.983,4.4141,0
130,12,121.07,4.2275,1
131,1,145.33,3.5783,0
131,2,117.75,3.563,0
131,3,118.08,3.5384,0
131,4,121.16,3.5863,0
131,5,103.4,3.6173,1
131,6,126.46,3.6263,0
131,7,125.44,3.6357,0
131,8,135.8,3.4903,0
131,9,104.21,3.6207,0
131,10,140.54,3.7607,0
131,11,104.27,3.5891,0
131,12,137.2,3.8121,0
132,1,114.38,3.7125,0
132,2,113.65,3.8978,0
132,3,121.29,3.8162,0
132,4,127.02,3.8541,0
132,5,114.17,3.8342,0
132,6,137.32,3.5531,0
132,7,97.229,3.8894,0
132,8,138.05,3.7164,0
132,9,118.97,3.8202,1
132,10,126.67,3.873,0
132,11,113.28,3.7142,0
132,12,146.26,3.8403,0
133,1,147.3,4.8261,1
133,2,109.88,5.0126,0
133,3,106.41,4.9331,0
133,4,136.69,5.0367,0
133,5,129.49,5.1668,1
133,6,119.97,5.167,1
133,7,167.4,5.124,1
133,8,94.152,5.0309,1
133,9,77.401,5.0959,1
133,10,150.3,5.0359,0
133,11,120.35,5.0739,0
133,12,131.74,5.2432,1
134,1,94.851,3.5078,0
134,2,99.846,3.4374,0
134,3,137.36,3.4876,0
134,4,148.46,3.4266,1
134,5,131.91,3.6506,1
134,6,133.71,3.649,0
134,7,116.89,3.5849,1
134,8,128.62,3.438,0
134,9,115.25,3.3132,0
134,10,112.8,3.4384,0
134,11,116,3.7346,0
134,12,126.06,3.6641,1
135,1,86.918,2.4818,0
135,2,108.85,2.6153,0
135,3,135,2.4121,0
135,4,111.72,2.6781,0
135,5,120.86,2.5898,0
135,6,106.02,2.5782,0
135,7,82.663,2.738,0
135,8,131.56,2.6383,1
135,9,163.06,2.7374,0
135,10,85.905,2.6919,0
135,11,101.09,2.7208,0
135,12,123.02,2.65,0
136,1,98.232,1.7319,0
136,2,110.39,1.71,0
136,3,102.89,1.6421,0
136,4,103.46,1.5597,0
136,5,104.75,1.457,0
136,6,93.274,1.8552,0
136,7,115.38,1.5623,1
136,8,123.32,1.6799,0
136,9,133.67,1.4712,0
136,10,110.47,1.8055,0
136,11,109.54,1.6872,0
136,12,153.86,1.7706,1
137,1,103.49,3.6265,0
137,2,133.88,3.6667,0
137,3,106.01,3.6222,0
137,4,137.56,3.7282,1
137,5,94.658,3.6026,0
137,6,103.59,3.5684,0
137,7,129.84,3.5971,0
137,8,127.16,3.844,1
137,9,94.301,3.8963,0
137,10,147.54,3.6263,1
137,11,118.75,3.6361,1
137,12,101.29,3.9252,0
138,1,125.4,3.8285,0
138,2,88.65,3.9181,0
138,3,105.26,3.8052,0
138,4,126.12,3.8549,0
138,5,121.08,3.7867,0
138,6,129.5,3.8357,0
138,7,127.62,3.7751,1
138,8,116.61,3.8647,1
138,9,97.88,4.1237,1
138,10,122.18,3.6707,0
138,11,128.3,3.7021,0
138,12,106.12,4.0081,1
139,1,100.88,2.7137,0
139,2,108.24,2.6276,0
139,3,134.19,2.8376,0
139,4,122.07,2.7657,0
139,5,108.63,2.6844,0
139,6,114.18,2.851,0
139,7,130.27,2.6948,0
139,8,120.86,2.6728,0
139,9,139.81,2.6623,0
139,10,139.86,2.6569,1
139,11,111.24,2.754,0
139,12,143.53,2.6549,0
140,1,116.65,3.4191,0
140,2,124.61,3.346,0
140,3,121.44,3.6983,0
140,4,121.02,3.7988,0
140,5,112.02,3.4882,0
140,6,103.78,3.5726,0
140,7,106.56,3.5679,0
140,8,138.78,3.3173,0
140,9,128.28,3.5929,0
140,10,143.58,3.5473,0
140,11,109.76,3.4663,1
140,12,119.39,3.6421,0
141,1,78.52,2.5694,0
141,2,90.408,2.5492,0
141,3,105.41,2.5982,1
141,4,147.62,2.5758,0
141,5,107.39,2.5353,0
141,6,105.34,2.6997,0
141,7,117.17,2.6478,0
141,8,154.34,2.5902,0
141,9,138.84,2.6396,1
141,10,109.56,2.7858,0
141,11,136.12,2.9402,0
141,12,135.39,2.7612,0
142,1,131.39,2.3921,0
142,2,89.188,2.5366,0
142,3,120.95,2.5503,0
142,4,115.26,2.6313,0
142,5,124.55,2.5994,1
142,6,110.64,2.4902,0
142,7,121.04,2.4717,0
142,8,109.39,2.6245,0
142,9,96.341,2.7205,0
142,10,112.97,2.6983,0
142,11,127.65,2.6417,0
142,12,130.74,2.5613,0
143,1,91.533,3.0098,0
143,2,130.11,3.1303,0
143,3,104.76,3.0225,0
143,4,102.59,3.2418,0
143,5,138.3,2.9078,0
143,6,72.29,3.0964,0
143,7,112.73,3.0095,0
143,8,124.79,2.8675,0
143,9,148.23,3.0157,1
143,10,141.42,2.8199,0
143,11,137.87,3.1021,0
143,12,135.56,3.2363,0
144,1,107.03,3.427,0
144,2,98.409,3.5004,0
144,3,149.53,3.2992,0
144,4,140.63,3.5667,0
144,5,134.48,3.4364,0
144,6,123.58,3.4963,0
144,7,112.21,3.553,0
144,8,96.965,3.4438,1
144,9,111.36,3.455,1
144,10,166.51,3.3276,0
144,11,112.78,3.5388,0
144,12,111.21,3.4136,0
145,1,92.738,2.5602,1
145,2,122.21,2.6176,0
145,3,111.67,2.645,0
145,4,112.98,2.4264,0
145,5,113.44,2.5048,0
145,6,126.53,2.6455,0
145,7,104.2,2.6751,0
145,8,152.34,2.5456,1
145,9,88.023,2.7547,0
145,10,123.96,2.8059,0
145,11,113.92,2.6218,0
145,12,112.2,2.7454,1
146,1,98.361,4.3228,0
146,2,135.02,4.2158,0
146,3,137.34,4.1512,1
146,4,116.55,4.2902,0
146,5,114.66,4.2483,1
146,6,93.571,4.2378,0
146,7,145.36,4.2717,1
146,8,107.72,4.324,1
146,9,126.27,4.4349,1
146,10,126.66,4.3478,0
146,11,120.46,4.4268,0
146,12,137.09,4.4009,0
147,1,97.811,3.1892,0
147,2,133.54,3.0565,1
147,3,124.27,3.1982,0
147,4,135.97,3.2081,1
147,5,107.03,3.08,0
147,6,100,3.4377,0
147,7,123.78,3.127,0
147,8,119.59,3.3074,0
147,9,116.16,3.2378,0
147,10,92.158,3.3538,0
147,11,106.56,3.2735,0
147,12,62.21,3.2192,0
148,1,123.73,1.9559,0
148,2,107.94,2.0333,0
148,3,104.45,2.1243,0
148,4,121.04,1.962,0
148,5,91.027,2.0864,0
148,6,93.274,1.9737,0
148,7,140.1,2.0798,0
148,8,98.149,2.0469,0
148,9,141.09,2.0718,0
148,10,132.54,2.0937,0
148,11,108.21,2.0977,1
148,12,125.51,2.1284,1
149,1,127.4,3.668,0
149,2,134.81,3.6563,0
149,3,133.64,3.375,0
149,4,114.4,3.5298,0
149,5,144.37,3.6043,0
149,6,92.607,3.5888,0
149,7,118.46,3.6473,0
149,8,141.7,3.6736,0
149,9,114.8,3.6259,1
149,10,127.49,3.6277,0
149,11,102.54,3.6625,0
149,12,165.17,3.7316,0
150,1,130.37,2.2962,0
150,2,108.62,2.2608,0
150,3,147.91,2.4415,1
150,4,104.65,2.2633,0
150,5,90.26,2.3954,0
150,6,152.51,2.3198,1
150,7,150.75,2.4393,0
150,8,82.735,2.5004,0
150,9,122.56,2.5509,0
150,10,83.758,2.4708,0
150,11,114.72,2.5058,0
150,12,149.99,2.3099,0
151,1,97.357,2.7763,0
151,2,89.983,2.8554,0
151,3,93.397,2.84,0
151,4,147.77,3.0473,0
151,5,111.33,2.9333,0
151,6,122.08,2.7886,0
151,7,124.42,2.9206,0
151,8,152.82,2.7876,0
151,9,90.659,3.0119,1
151,10,127.06,2.9754,0
151,11,108.75,2.8281,0
151,12,85.183,2.8977,0
152,1,128.79,3.7681,1
152,2,93.396,3.476,0
152,3,110.69,3.787,1
152,4,105.26,3.5739,0
152,5,80.078,3.5906,0
152,6,104.4,3.675,1
152,7,120.55,3.6697,0
152,8,92.958,3.6222,0
152,9,143.11,3.7978,0
152,10,131.6,3.847,1
152,11,125.9,3.6425,0
152,12,104.95,3.6914,0
153,1,98.306,2.0394,0
153,2,102.06,1.967,0
153,3,110.67,1.9028,1
153,4,119.34,2.0205,0
153,5,99.115,1.8905,0
153,6,116.71,1.9981,0
153,7,121.6,2.0536,1
153,8,158.71,2.1552,0
153,9,113.81,2.2447,1
153,10,90.222,2.0961,0
153,11,142.18,2.2609,0
153,12,101.14,2.056,0
154,1,82.522,1.727,0
154,2,99.843,1.8226,0
154,3,85.616,1.6956,0
154,4,132.68,1.7606,0
154,5,96.907,1.7914,0
154,6,106.3,1.8754,0
154,7,86.654,1.8594,0
154,8,82.474,1.9334,0
154,9,106.7,1.8755,0
154,10,121.94,1.8592,0
154,11,155.55,1.8192,0
154,12,74.027,1.8324,0
155,1,109.09,1.3559,0
155,2,108.71,1.2463,0
155,3,134.42,1.408,0
155,4,160.79,1.2707,0
155,5,75.799,1.3497,0
155,6,144.09,1.3305,1
155,7,80.695,1.3941,0
155,8,69.421,1.1983,0
155,9,124.38,1.3872,0
155,10,94.27,1.4874,0
155,11,104.51,1.3236,0
155,12,97.292,1.3372,0
156,1,93.094,3.1793,0
156,2,120.09,3.2362,0
156,3,123.64,3.2457,0
156,4,105.92,3.0644,0
156,5,83.526,3.1845,0
156,6,109.2,3.3104,1
156,7,99.066,3.1508,0
156,8,147.48,3.2118,0
156,9,133.08,3.2859,0
156,10,132.57,3.1678,1
156,11,112.74,3.2666,0
156,12,115.02,3.2551,0
157,1,143.39,2.941,0
157,2,104.48,3.1241,0
157,3,86.669,2.9226,0
157,4,97.821,2.9606,0
157,5,128.08,2.9607,1
157,6,98.332,3.1216,1
