treatment,sales,past_sales,female
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
1,9.29,4.78,0
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,3.46,0
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
0,0,10.63,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,8.35,0,1
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,6.41,1
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,3.3,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
0,14.22,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,6.18,0,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,6.27,3.35,0
1,0,0,0
0,0,3.27,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,6.83,0
0,0,2.46,0
1,0,8.71,0
1,3.3,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,4.49,0,0
1,0,0,1
0,0,0,1
1,0,0,0
1,6.46,0,0
1,0,0,0
1,0,4.79,0
0,0,0,1
1,0,0,1
1,6.3,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,5.69,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,3.58,1
0,0,0,1
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,2.63,0,0
0,0,0,1
1,0,7.43,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,1
1,0,0,1
1,0,0,1
0,6.8,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,3.6,0
0,10.16,0,1
1,0,2.75,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,1.54,0
1,0,0,1
0,4.94,0,1
1,0,0,1
1,10.97,0,0
1,0,0,0
0,3.63,0,0
0,0,1.97,1
0,0,4.34,0
1,0,1.54,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,2.36,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,13.79,0,0
1,5.79,0,0
0,0,0,0
1,0,3.99,0
0,0,0,0
0,4.69,0,1
1,3.82,0,0
1,0,6.43,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
0,3.71,0,1
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
0,0,3.93,1
1,0,0,1
1,0,2.73,0
0,0,5.68,1
0,0,5.39,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
1,4.48,0,1
0,0,0,0
0,0,0,1
0,6.21,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,5.17,1
0,0,0,0
1,0,0,0
1,0,3.21,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
1,0,3.41,0
0,0,7.16,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,6.21,0
1,0,0,0
1,0,0,0
1,0,0,1
1,7.8,0,0
1,0,0,0
0,9.25,0,0
1,0,0,1
0,9.71,0,1
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,2.15,1
0,0,0,0
1,0,0,0
0,0,0,1
1,0,2.21,0
1,0,0,1
1,0,0,0
1,0,4.43,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,8.38,0
1,9.64,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,4.79,0
1,0,0,0
1,15.63,3.16,0
1,0,0,1
1,0,0,1
1,0,4.08,0
0,0,0,0
0,7.35,0,0
1,0,0,1
1,0,0,1
0,0,0,1
0,0,4.73,1
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
0,0,5.67,1
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,3.32,1
0,0,0,1
1,0,0,0
0,0,0,1
0,0,12.16,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,4.41,0
1,0,11.5,1
0,0,10.86,1
1,0,0,0
0,0,0,1
0,0,0,0
0,0,4.14,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,3.12,0,0
0,6.18,0,0
1,0,0,1
0,0,0,1
1,14.68,0,1
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
0,0,3.8,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,1.36,1
0,0,0,1
0,0,0,0
0,0,5.38,0
1,0,5.77,1
0,0,0,1
1,0,0,0
1,0,4.44,0
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
0,15.11,4.97,0
0,0,0,0
0,0,8.44,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
1,0,2.74,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
1,11.45,0,0
1,0,0,0
0,0,0,0
1,3.98,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
0,0,0,0
0,0,7.25,1
0,0,0,0
1,0,4.46,1
1,0,3.81,0
1,0,0,0
1,0,5.06,0
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
1,2.48,0,0
1,15.85,0,0
0,3.15,0,1
1,9.5,0,1
1,0,2.87,0
0,8.35,0,0
1,0,0,0
0,9.65,0,1
1,7.65,0,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,3.72,0
0,0,3.99,0
0,7.21,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,12.4,0,0
0,0,0,0
1,0,5.47,0
0,0,0,1
0,0,2.95,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,2.5,0,1
0,0,3.28,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
1,10.51,0,0
0,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,1
0,0,1.97,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
0,2.24,0,0
0,0,0,0
1,7.04,0,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,1.54,0
1,0,0,1
0,9.62,2.06,0
1,2.98,0,0
1,0,0,0
0,0,5.03,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
1,15.36,0,1
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,3.41,0,0
0,0,0,0
0,0,0,0
1,17.2,0,0
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,4.01,0,0
0,0,0,1
1,0,0,1
1,0,0,0
1,3.71,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,4.19,0,0
1,18.04,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,2.6,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,1
1,0,0,1
1,0,2.38,0
0,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,9.44,0
1,0,0,0
1,0,0,0
1,0,0,1
0,6.51,0,0
0,0,0,0
1,0,0,1
1,0,4.62,0
0,0,0,0
1,8.99,0,0
1,0,4.61,0
1,0,0,0
0,0,0,0
1,0,0,0
0,3.77,0,0
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
1,6.12,3.4,0
1,0,0,0
1,0,0,1
0,0,0,0
1,10.87,0,1
1,0,0,1
0,0,6.14,0
0,0,0,1
1,0,10.34,0
1,0,0,0
1,0,0,0
1,0,0,1
1,6.9,0,0
0,0,0,0
1,0,0,0
1,0,7.61,0
1,0,0,0
1,8.43,0,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,11.67,1
1,0,0,0
1,0,0,0
0,0,0,1
1,5.03,1.48,0
1,0,4,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,6.92,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,3.92,0,0
1,0,0,1
1,0,7.15,0
0,0,8.37,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,3.42,0
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,5.59,1
1,0,0,0
1,3.07,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,3.12,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,1
0,0,0,0
0,2.89,0,1
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
0,1.76,0,0
1,0,0,0
1,0,0,0
1,10.79,0,0
1,0,0,0
0,0,4.61,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
1,13.75,0,1
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,11.03,1
1,0,0,1
1,8.38,0,0
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
1,4.82,0,1
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,5.15,0,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,2.38,0
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,10.55,0,1
1,4.98,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,7.31,0,1
0,0,0,0
1,0,0,0
1,0,6.94,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,5.62,0,1
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,3.12,1
0,0,11.06,0
1,0,0,0
1,0,8.44,1
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,11.34,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,9.78,0,1
0,0,0,1
1,0,0,0
1,0,0,1
1,3.52,0,1
1,0,0,1
1,0,9.6,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,4.59,0
0,0,0,0
1,0,0,1
1,0,0,1
0,0,6.59,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
1,11.25,8.88,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,2.41,1
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
1,0,7.58,0
0,9.92,0,0
1,0,0,1
1,0,7.5,1
0,0,0,0
0,0,8.61,0
0,0,0,1
1,0,3.67,0
0,0,0,0
0,0,0,0
0,0,0,1
1,3.91,5.06,0
1,0,0,1
1,5.81,0,1
1,0,0,1
0,0,0,1
0,0,0,1
1,7.58,0,1
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,11.16,0,0
0,0,0,0
1,0,0,0
1,6.87,0,1
1,5.3,3.57,0
1,4.97,0,0
1,0,0,1
1,0,4.53,0
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,5.99,0,0
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
1,5.5,0,1
0,0,0,1
0,0,0,0
0,10.45,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,3.13,0,0
1,9.92,0,1
0,0,0,0
0,0,0,0
0,0,5.09,0
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,2.11,0
0,6.14,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,5.5,0
1,5.22,0,0
0,0,0,0
0,0,0,1
0,0,2.98,1
1,0,4.42,0
0,0,0,1
1,0,0,0
0,0,2.54,1
1,0,0,0
0,0,0,0
0,22.39,0,0
0,0,0,0
0,0,0,0
1,3.37,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,1
1,2.31,4.25,0
1,0,0,0
0,0,1.4,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,2.69,0
1,0,7.22,0
0,0,5.85,0
0,13.7,0,1
1,4.82,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
0,7.92,0,0
0,0,0,0
0,11.04,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,1
0,5.96,0,0
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,0
0,4.75,0,0
0,6.82,0,0
0,0,0,0
1,0,0,1
1,0,10.26,1
0,0,0,0
1,0,0,1
0,0,0,1
0,0,7.48,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,1
1,7.16,0,0
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,2.56,1
0,4.57,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,6.91,0
1,0,0,1
1,0,2.63,1
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
0,0,11.3,1
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,5.7,0
0,0,0,1
1,0,0,1
1,0,4.86,0
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,3.5,1
1,0,0,0
0,4.42,0,0
0,0,0,1
1,0,0,1
1,0,0,1
0,7.38,0,1
1,0,5.85,0
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,8.2,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,3.3,0
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,6.19,0,0
1,0,5.06,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
0,0,5.79,0
0,0,0,1
1,0,9.63,0
0,0,4.54,0
1,0,0,0
1,0,0,0
0,0,5.16,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,5.78,0
1,0,5.56,1
0,3.64,4.8,1
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,13.85,0,1
0,0,0,1
1,5.16,0,1
0,3.55,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,11.37,0
0,0,4,0
1,0,0,0
1,0,0,0
1,0,3.65,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
0,8.8,14.66,1
1,14.52,4.26,0
1,0,0,0
0,0,0,0
1,0,0,0
1,3.15,0,1
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
0,11.15,0,1
1,0,0,0
1,0,0,1
0,6.57,0,0
1,5.11,0,0
1,0,0,0
1,0,0,1
0,3.81,0,0
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,0
1,0,9.73,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,4.99,0,1
1,0,4.46,1
0,0,0,1
0,6.84,0,0
0,0,0,0
0,0,0,1
0,0,3.93,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,4.89,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,4.66,1
1,0,1.81,0
1,0,0,0
0,0,1.82,0
1,0,0,1
1,8.08,0,0
1,0,4,0
1,0,0,0
0,0,0,1
1,0,0,1
0,0,0,1
1,0,2.54,0
0,0,5.76,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,2.82,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,6.17,1
0,0,0,1
1,0,5.64,0
1,0,0,0
1,0,7.31,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
1,2.91,0,0
0,0,0,1
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
0,13.26,0,0
0,4.18,0,0
0,0,0,0
1,0,0,0
0,10.4,0,1
0,0,4.7,0
0,0,0,1
1,0,0,0
0,0,0,0
1,6.43,0,1
0,0,0,1
0,0,1.43,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,17.88,7.11,1
0,8.21,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
1,4.63,0,1
1,0,0,0
1,0,0,1
1,0,3.68,1
0,5.83,4.04,0
1,7.95,0,0
1,0,0,0
0,0,0,0
1,0,5.13,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
1,0,8.93,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,4.13,0
0,0,0,0
0,0,2.77,1
1,0,2.4,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,4.28,0
0,0,0,1
1,0,0,0
0,10.36,0,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
0,4.84,0,0
1,0,11.35,1
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,6.09,6.29,0
1,0,0,1
0,0,0,0
1,8.68,0,1
0,0,0,0
1,9.43,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,3.26,0,0
0,0,8.3,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
1,9.28,0,1
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,1
0,13.74,0,1
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
0,9.11,0,1
0,0,0,0
1,0,5.44,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,4.52,1
1,0,3.59,0
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
1,10.36,0,1
0,0,0,1
1,0,0,1
0,0,4.04,1
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
0,0,13.18,0
0,0,0,1
1,7.5,4.27,0
0,0,3.61,1
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,4.81,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,7.22,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,4.07,0,0
0,0,5.67,0
0,0,0,0
1,0,3.69,0
0,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
1,0,2.83,0
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
0,0,10.49,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,8.1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,7.68,0,0
0,4.13,0,0
0,3.1,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,10.84,2.4,0
1,0,0,0
0,0,3.66,0
1,4.96,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,7.82,0,0
1,0,0,1
1,0,0,1
0,0,6.23,0
1,0,5.27,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,5.3,0
0,0,0,0
1,0,2.7,0
1,0,2.27,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,3.8,0
0,9.74,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,1.97,1
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,7.11,0
1,5.58,0,1
0,0,0,1
1,3.97,0,0
0,0,3.07,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,5.54,0
0,0,0,1
0,9.36,0,1
1,0,0,0
1,0,0,0
1,0,4.9,1
1,0,0,0
1,0,4.9,1
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,0
1,5.09,0,0
1,8.84,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,4.22,0,1
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,0,1
0,0,0,0
0,13.9,0,0
0,0,4.17,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
0,4.22,0,1
0,0,0,1
0,0,0,0
1,0,2.02,1
0,0,0,1
1,0,0,1
1,0,5.07,1
0,0,0,1
1,0,0,0
0,0,0,1
0,0,3.2,1
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
1,12.56,0,0
1,0,0,0
0,0,6.86,1
0,0,0,0
0,5.61,0,1
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
1,6.64,5.86,0
0,7.97,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,5.88,0
0,11.58,0,1
1,0,0,1
0,0,7.55,0
0,0,0,0
1,0,0,0
0,7.86,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,6.18,0
1,0,0,0
1,0,0,1
1,0,0,1
0,4.42,0,0
0,0,0,1
1,0,0,1
1,0,2.77,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,3.8,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,3.03,0
1,0,0,0
1,6.56,0,1
1,0,0,1
1,0,0,1
1,4.46,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
