sales,age,coupon
48.652,40,0
38.856,25,1
46.02,32,1
50.542,38,0
53.03,26,1
25.831,38,1
55.261,42,1
37.167,33,1
44.794,29,0
36.657,29,0
46.847,35,1
57.01,38,0
35.821,37,1
45.816,33,1
54.989,30,1
43.884,39,0
39.756,41,0
29.255,30,1
51.474,37,1
33.837,36,0
21.958,28,1
46.861,35,1
48.119,35,1
37.381,41,1
35.752,27,1
41.139,33,1
47.82,35,1
51.915,38,1
53.731,37,0
36.324,38,1
63.112,39,1
58.639,35,1
43.879,34,1
33.384,41,0
41.962,43,1
38.113,35,1
48.584,39,0
45.959,42,0
25.586,29,0
69.471,40,0
46.808,40,0
40.587,38,0
47.791,42,1
30.448,38,1
57.088,40,1
46.227,32,1
41.973,33,0
52.844,33,1
47.093,28,1
45.68,31,1
46.28,46,0
71.261,37,0
35.434,28,1
37.142,35,1
56.577,42,1
25.408,30,1
26.541,36,1
41.203,34,1
42.003,30,1
51.364,34,1
58.137,47,0
50.818,42,0
14.011,37,1
51.448,28,0
58.48,33,0
48.941,36,1
38.798,37,0
50.184,34,1
52.066,39,1
44.617,36,1
50.848,31,1
35.542,34,1
53.358,35,1
41.836,41,1
53.326,35,1
41.49,29,1
32.672,30,0
40.761,49,0
44.618,38,1
30.065,34,1
55.276,26,1
40.21,32,1
60.13,33,1
40.541,32,1
43.119,31,1
24.273,35,1
20.675,40,1
44.565,35,1
69.829,42,0
50.335,27,1
45.948,47,0
49.164,29,1
42.934,32,1
50.954,38,1
54.805,32,1
39.091,21,1
46.863,32,1
31.405,28,1
43.742,27,1
42.547,39,1
65.872,34,0
46.558,38,1
43.205,34,1
41.122,37,1
46.298,39,1
24.621,39,0
55.21,29,1
44.186,35,0
29.424,28,1
47.783,32,1
34.947,37,0
46.328,24,1
45.192,32,0
55.047,36,1
36.103,39,0
51.49,37,0
38.259,33,1
32.271,33,0
46.619,31,1
52.098,40,0
46.49,26,1
40.886,26,1
40.123,33,1
39.152,29,1
54.982,33,1
43.627,43,0
53.254,33,1
45.927,36,1
48.207,33,0
40.817,25,1
35.097,35,0
15.229,37,1
51.209,41,1
43.757,39,1
36.236,38,1
41.336,40,0
57.96,36,0
42.168,34,1
39.638,36,0
46.468,29,1
26.378,40,0
62.817,32,1
33.194,36,0
54.151,32,1
36.492,35,1
40.733,33,1
40.234,40,1
62.582,35,1
50.534,40,1
20.729,40,0
48.666,36,1
37.452,39,1
54.577,33,1
57.795,33,1
29.592,38,0
40.653,34,0
31.933,41,1
29.077,27,1
44.684,28,1
46.624,37,0
44.646,33,1
42.321,41,1
39.983,35,1
52.097,46,1
43.657,34,0
35.222,36,1
46.238,39,0
43.839,36,1
11.512,35,0
43.41,49,0
27.424,41,1
38.594,33,0
32.263,41,0
40.698,32,1
34.704,41,1
45.061,33,1
50.988,26,1
22.583,33,1
35.083,42,1
45.044,32,1
45.441,29,1
29.467,40,0
63.13,30,1
55.885,39,0
33.339,28,1
34.499,37,0
60.287,39,1
32.998,30,1
45.905,37,0
50.973,33,1
45.751,34,1
47.1,38,1
37.192,36,1
34.281,31,1
43.564,36,0
42.547,35,1
32.434,36,1
35.18,35,1
47.242,37,0
34.448,27,1
28.661,32,1
61.316,41,0
31.941,33,1
34.83,31,1
30.144,35,1
57.692,35,1
58.648,33,1
42.446,33,1
27.093,29,1
38.525,25,1
58.073,30,1
41.735,30,1
55.208,32,1
41.868,42,1
51.234,37,1
44.962,35,1
34.328,30,1
58.962,30,1
42.773,34,1
29.313,39,0
41.14,24,1
44.465,36,1
16.043,27,1
40.523,31,0
45.156,24,1
19.407,37,0
54.679,37,1
31.414,39,1
46.723,33,1
38.366,40,0
45.106,28,1
50.326,31,1
42.98,33,1
44.069,34,1
28.614,35,1
52.123,37,1
41.27,38,1
25.074,35,1
38.463,35,1
40.688,44,0
45.447,30,1
46.245,34,1
27.629,36,0
54.721,34,1
57.403,42,0
35.394,33,1
50.459,33,1
49.536,30,1
40.376,41,1
47.729,36,1
51.352,35,1
47.72,41,0
32.851,34,0
56.939,29,1
44.136,36,1
13.683,34,1
43.29,28,1
51.352,36,1
41.908,34,1
33.408,31,1
53.036,34,1
47.501,36,1
54.802,41,0
45.799,38,0
42.522,40,1
26.052,33,1
54.58,33,1
27.914,36,1
41.751,45,0
38.157,29,1
45.912,31,1
64.322,34,1
45.282,33,1
48.475,33,0
37.644,37,1
51.873,37,1
38.965,33,1
59.928,35,1
52.055,28,1
37.363,36,0
48.124,33,1
59.096,32,1
55.668,43,0
46.061,43,0
50.033,30,1
30.339,29,1
40.213,28,1
44.01,32,1
46.412,28,1
52.586,40,1
51.304,47,0
51.982,36,1
43.758,33,1
53.49,43,1
39.378,37,1
20.76,30,0
46.197,34,1
64.995,36,0
41.119,37,1
53.397,37,1
45.16,43,1
47.238,35,1
43.92,37,0
29.329,40,1
45.07,36,0
46.042,25,1
47.909,27,1
53.47,42,0
36.326,42,0
45.688,36,1
41.717,31,1
30,25,1
33.116,34,1
28.254,29,1
61.315,37,0
44.829,29,1
56.906,36,0
41.124,37,0
47.15,33,1
48.677,31,1
50.61,32,1
32.844,33,1
44.309,35,0
30.222,35,1
34.533,30,1
50.736,37,0
56.16,31,1
43.327,30,1
45.927,26,1
48.275,27,1
36.808,32,1
46.535,37,1
45.318,39,0
40.736,33,0
37.677,40,0
47.431,34,1
51.752,42,0
50.985,34,1
46.852,40,0
52.234,38,0
46.773,39,0
46.212,36,1
26.449,35,1
55.22,33,1
33.535,35,1
49.468,50,0
57.776,24,1
29.6,31,1
45.995,38,1
50.113,38,1
43.894,33,1
58.732,42,1
38.517,39,1
58.201,39,1
45.567,42,1
26.015,31,1
48.591,37,1
47.274,33,1
27.892,35,1
50.24,38,1
44.768,32,1
36.034,33,1
20.966,38,0
42.718,36,1
44.497,29,0
55.763,38,1
44.263,34,1
42.636,29,1
53.495,36,1
41.8,47,0
40.326,40,1
26.361,28,1
59.956,31,1
62.326,35,1
26.114,32,1
73.342,41,1
49.685,38,1
56.643,44,1
38.362,36,0
60.357,39,1
37.105,34,1
49.252,29,1
24.68,30,1
47.132,35,0
40.719,24,1
44.799,34,1
46.038,34,0
34.847,33,0
16.946,32,1
39.661,33,0
20.167,29,1
39.274,32,1
36.08,35,1
42.325,33,1
52.957,39,0
58.554,41,1
24.598,32,1
41.912,32,1
41.078,38,0
54.945,23,1
40.707,37,0
40.632,29,1
44.967,37,1
38.369,38,0
53.263,37,1
61.596,32,1
33.841,37,1
50.588,25,1
50.758,43,1
47.157,27,1
59.096,36,1
50.951,30,1
50.572,26,1
48.553,38,1
42.758,33,1
42.61,29,1
53.201,28,1
49.773,33,1
29.197,44,1
65.548,34,1
52.037,38,1
59.16,32,1
45.567,28,1
38.407,35,1
45.64,42,1
50.839,30,1
31.214,33,1
69.802,38,1
43.171,41,1
36.131,40,0
42.192,26,1
36.272,38,1
46.987,35,1
57.325,36,1
34.748,35,0
44.572,29,1
55.28,39,1
39.013,33,0
14.557,33,0
58.052,39,1
51.608,36,0
43.252,28,1
51.714,36,1
30.211,29,1
41.519,32,1
45.395,31,1
47.325,37,0
47.145,36,1
49.19,43,0
50.517,35,1
46.154,39,0
58.446,34,1
56.525,41,0
46.98,38,1
37.051,37,0
54.277,32,0
50.836,42,1
44.111,33,1
43.111,33,1
44.455,33,1
61.404,34,1
24.918,27,1
44.538,39,1
21.254,28,1
43.572,33,1
48.411,41,0
46.406,44,1
32.928,35,1
40.298,35,1
20.928,37,1
55.771,33,1
48.667,41,0
47.075,40,1
43.542,40,1
56.339,34,1
49.398,33,1
42.582,31,1
42.249,34,0
30.092,32,0
30.241,36,1
49.841,38,1
34.629,43,1
38.639,32,1
23.499,35,1
57.344,33,1
48.264,47,1
35.211,40,0
49.768,34,1
44.418,40,1
36.675,35,1
35.404,32,1
34.732,38,1
34.975,31,1
47.406,35,1
62.428,27,1
52.853,35,0
58.906,27,1
50.208,32,1
58.245,46,0
57.036,39,1
40.173,27,1
44.047,28,1
44.263,34,0
55.741,38,0
42.83,29,1
32.868,45,0
39.503,42,0
38.625,34,0
54.956,42,1
22.17,38,1
59.407,34,1
47.531,31,1
45.748,39,1
44.077,27,1
55.875,27,1
41.893,33,1
50.447,37,1
40.159,36,1
55.632,39,0
46.955,31,1
44.194,32,1
49.96,29,1
69.008,33,1
55.212,27,1
43.77,40,1
44.332,35,0
38.791,35,1
52.853,34,1
37.938,36,1
32.535,34,0
39.732,26,1
59.242,32,1
31.702,32,1
49.097,35,1
44.828,36,0
50.258,40,1
41.095,33,1
48.887,38,1
38.534,38,1
34.667,42,0
44.826,30,1
39.495,28,1
40.546,31,1
43.783,29,1
51.618,44,1
53.319,37,1
41.512,38,1
40.282,32,1
25.91,36,0
34.936,33,1
43.744,41,0
49.804,29,1
33.363,33,0
36.421,29,1
39.49,38,0
28.722,36,1
46.452,34,1
44.113,32,1
46.971,34,1
37.597,37,0
53.1,42,0
49.426,31,1
38.34,39,0
50.146,38,1
43.395,36,1
36.436,24,1
27.273,38,1
37.657,35,1
36.921,29,1
29.035,39,1
66.865,24,1
46.893,36,1
53.481,28,1
48.964,36,1
27.754,36,1
57.799,30,1
39.455,37,1
44.836,36,0
57.658,33,0
25.346,38,1
39.283,32,1
50.032,37,0
36.322,34,1
74.578,37,1
34.478,34,1
37.554,38,1
53.793,35,1
52.923,37,0
36.052,39,0
44.516,37,1
39.346,44,1
49.592,38,1
43.3,22,1
53.601,42,1
40.793,35,1
41.081,31,1
48.23,31,1
26.892,28,1
41.538,33,1
49.917,31,1
35.368,34,1
38.225,34,1
56.759,29,1
52.449,32,1
46.396,38,1
48.363,37,1
58.095,37,0
38.422,35,0
41.345,36,1
40.158,38,1
42.171,27,1
52.669,37,1
19.489,39,0
67.645,44,1
38.656,30,1
59.925,38,1
32.223,40,0
43.076,34,1
48.639,32,1
44.744,27,1
41.792,36,0
48.074,32,1
41.037,39,0
32.687,38,1
35.912,29,1
37.797,37,1
31.473,33,1
33.018,31,1
53.78,29,1
38.47,35,0
30.496,33,1
52.548,33,1
47.45,39,1
37.461,27,0
22.532,28,1
41.558,30,1
43.902,37,1
40.575,36,1
58.188,30,0
58.166,31,1
39.352,42,0
39.999,35,1
40.307,37,0
49.18,25,1
31.905,34,0
36.536,34,1
30.214,32,1
40.98,37,0
51.658,40,1
42.322,34,1
43.642,32,1
60.058,32,1
35.846,39,1
34.115,30,0
51.49,35,1
41.258,38,0
48.485,34,1
40.481,28,1
45,37,1
34.147,34,1
50.89,33,1
36.007,43,0
51.991,27,1
55.242,30,1
41.518,26,1
64.482,40,1
18.46,33,1
45.899,35,1
41.472,35,1
41.313,42,0
44.261,36,1
34.884,30,1
44.534,20,1
23.171,35,1
40.609,37,1
45.686,35,1
42.183,37,1
24.544,38,0
44.801,36,1
55.708,36,1
43.955,37,0
47.512,40,1
29.341,36,1
52.86,38,1
26.947,37,1
33.248,27,1
32.972,28,1
44.223,35,1
48.509,34,1
49.823,35,1
57.441,34,1
48.618,34,0
28.23,40,0
38.125,40,0
64.177,41,0
40.76,37,1
45.949,36,1
60.489,34,0
38.564,37,1
30.895,39,1
37.264,29,1
27.706,29,1
57.982,37,1
46.796,39,0
46.654,35,0
78.835,34,1
47.537,37,1
33.457,37,1
57.813,34,0
46.845,34,1
39.816,39,1
42.618,37,0
44.472,40,0
50.988,41,1
26.776,35,1
44.779,34,1
25.603,31,1
46.258,39,1
63.096,43,1
40.786,38,0
55.166,41,0
49.469,33,1
52.064,35,1
44.428,28,1
46.816,40,0
24.154,33,0
32.531,32,0
44.231,34,1
23.594,34,1
54.205,31,1
37.066,43,0
18.046,37,1
40.787,33,1
28.011,34,0
39.47,31,1
29.988,33,0
38.134,27,1
52.424,40,1
33.251,32,1
32.65,37,0
49.017,35,1
50.296,46,1
44.53,35,0
31.746,31,1
45.185,31,1
34.146,32,1
36.296,36,1
49.492,31,1
28.968,33,1
47.378,35,1
42.752,48,0
47.981,28,1
28.677,38,1
37.012,35,0
37.737,34,0
45.404,35,0
67.002,39,0
39.31,33,1
47.046,31,1
42.053,34,1
49.694,35,1
49.698,43,0
30.028,41,0
49.583,28,1
41.962,39,1
33.964,24,1
78,36,1
49.21,36,1
28.848,27,1
31.525,30,1
38.043,39,1
28.389,32,1
54.558,32,1
37.468,29,1
24.386,28,1
45.266,37,0
35.218,37,1
44.325,30,1
38.32,31,1
49.577,38,1
42.396,35,1
48.492,31,1
60.998,35,1
30.139,31,1
42.56,32,1
43.034,34,1
44.202,30,1
46.041,37,1
35.48,40,1
19.4,29,1
29.74,39,1
47.748,35,1
31.924,31,1
26.826,37,1
51.187,31,0
42.262,32,0
42.029,39,1
39.032,40,0
53.745,28,1
47.515,27,1
64.789,43,0
53.061,43,0
53.835,30,1
26.162,44,1
44.549,28,1
44.822,35,0
41.508,43,1
58.267,36,1
39.974,40,1
51.608,32,1
35.001,42,0
46.271,35,1
40.506,40,1
47.226,32,1
39.422,26,1
33.497,40,1
64.11,44,1
40.705,33,0
59.095,40,0
38.593,33,1
43.367,37,1
43.962,31,0
29.539,32,1
54.277,27,1
40.39,39,1
51.493,28,1
53.221,37,1
46.096,33,1
58.505,34,0
41.485,39,1
46.701,44,1
50.248,43,1
26.75,35,0
49.25,42,0
56.363,33,1
38.096,30,1
41.888,27,1
63.224,30,1
51.78,35,1
50.576,31,1
48.456,36,1
42.66,34,0
68.064,40,1
47.038,37,1
50.88,30,1
43.475,40,0
62.916,26,1
33.802,34,1
39.212,35,1
23.11,33,1
44.692,31,1
50.799,38,0
62.038,35,1
41.484,35,1
45.721,28,1
44.324,32,1
26.561,27,1
64.78,41,1
45.2,41,0
39.909,35,0
53.829,29,1
46.49,33,1
43.166,29,1
53.384,34,1
70.504,35,0
40.821,28,1
37.159,40,1
39.36,39,1
43.664,33,1
44.042,37,0
40.997,31,1
46.614,30,1
43.493,24,1
57.79,38,1
37.543,27,1
44.939,37,1
31.018,29,1
37.88,44,1
44.759,34,0
32.927,33,1
37.647,40,0
38.657,37,1
28.732,35,1
47.108,40,1
51.317,32,1
31.652,36,1
47.434,42,1
45.705,40,0
21.4,29,0
44.526,31,1
37.54,40,1
51.353,27,1
51.491,31,1
38.749,37,0
49.988,38,0
35.736,27,1
55.315,33,0
5.8974,37,0
41.925,37,0
36.163,24,1
53.968,36,1
28.004,33,1
31.133,39,0
33.996,41,1
36.408,40,0
48.055,39,0
49.737,33,1
56.112,41,1
52.308,35,1
38.641,43,1
17.478,31,1
38.412,45,0
44.813,36,1
60.401,31,1
45.909,35,0
45.416,48,1
50.663,28,1
41.368,37,1
38.08,41,1
56.019,33,1
51.881,37,1
39.488,41,1
10.111,36,0
48.962,36,0
37.036,26,1
40.619,36,0
41.876,34,1
42.059,37,1
47.075,33,1
38.721,30,1
39.253,34,0
47.292,36,1
49.13,37,1
22.634,34,1
42.592,26,1
45.696,35,0
44.279,39,1
27.167,34,0
35.74,42,1
39.334,33,1
21.146,25,1
38.197,36,1
31.455,36,1
43.543,40,1
39.488,30,1
36.037,33,0
52.115,37,1
40.182,33,1
37.998,33,0
10.062,30,1
53.135,40,1
38.625,39,0
37.383,34,1
31.841,35,0
38.241,32,1
26.39,43,1
60.988,41,1
61.218,26,1
56.985,37,1
41.442,26,1
40.401,38,0
41.721,36,1
36.693,35,0
38.391,28,1
46.876,34,1
42.639,30,1
20.422,38,0
57.138,39,1
41.472,29,0
64.957,35,0
30.293,35,0
39.595,41,1
30.584,31,0
40.811,28,0
62.911,42,1
47.62,34,1
31.531,21,1
33.265,42,0
46.779,43,0
43.99,43,1
24.774,27,1
38.551,35,1
45.079,43,0
49.734,33,1
45.109,31,1
32.26,35,1
35.655,28,1
36.78,41,1
42.697,31,1
37.609,38,0
30.763,38,1
49.042,43,0
54.069,31,1
48.789,32,1
50.555,39,1
41.407,45,1
47.399,36,1
32.885,28,1
57.93,33,1
52.515,47,0
36.097,40,1
31.871,38,1
31.327,34,0
32.423,20,1
43.888,36,1
39.274,36,0
32.402,33,1
46.538,43,0
61.435,38,1
41.518,33,0
44.414,29,1
43.007,32,1
48.016,30,1
37.519,34,1
36.538,27,1
44.005,30,1
44.838,33,1
30.104,41,1
44.877,38,0
61.456,39,0
50.232,32,1
45.109,37,1
51.918,33,1
57.966,37,1
31.023,31,1
25.59,35,1
52.997,38,1
39.512,42,0
35.176,38,1
46.84,25,1
44.822,32,1
26.058,29,1
39.696,43,0
43.191,30,1
39.862,23,1
43.016,36,1
44.836,33,1
40.042,42,1
47.044,28,1
34.537,33,0
38.134,38,0
44.227,28,1
41.469,36,0
36.383,31,1
45.096,27,1
30.799,37,1
48.118,27,1
42.815,37,1
31.891,34,1
43.336,32,0
46.798,33,0
44.939,32,1
41.796,34,1
44.499,45,1
36.016,29,1
49.242,40,1
57.568,38,1
41.536,31,1
59.377,35,0
38.67,41,1
42.748,39,0
32.611,25,1
23.074,18,1
31.506,35,1
54.791,39,1
37.236,33,1
43.761,34,1
26.008,34,0
46.156,44,1
58.689,30,1
56.689,39,1
39.429,36,1
51.711,33,1
43.134,31,1
56.209,45,0
46.434,41,1
48.856,38,1
36.323,32,1
36.923,31,1
42.172,31,1
37.543,36,1
49.653,33,0
45.043,39,1
53.667,26,1
61.009,31,1
31.38,36,0
56.959,32,1
46.559,34,0
30.512,44,0
44.492,44,1
54.505,36,1
45.978,27,1
58.056,39,1
39.348,25,1
44.902,39,1
59.583,29,1
42.173,42,1
35.939,32,1
53.94,35,0
52.395,38,1
60.228,35,1
27.65,42,1
48.219,39,0
45.872,34,1
50.313,35,0
38.237,30,1
39.174,34,1
42.084,46,0
36.864,48,1
35.753,20,1
48.074,36,1
49.458,45,0
52.139,38,0
32.825,37,1
62.886,29,1
33.286,38,1
41.693,34,1
38.711,27,1
40.375,37,0
43.004,27,1
48.295,39,0
58.276,40,1
37.268,36,1
24.745,36,1
52.515,38,1
44.699,40,0
47.719,33,1
33.711,30,1
55.039,30,1
47.886,34,1
49.544,26,1
60.198,39,0
39.611,35,0
31.273,34,1
47.135,42,0
33.155,35,1
34.394,45,0
26.875,30,0
36.652,40,0
27.565,22,1
63.181,22,1
34.057,32,1
48.748,41,1
31.071,40,0
35.164,34,1
23.414,33,1
43.498,31,1
42.108,29,1
43.725,35,0
31.31,32,1
36.698,31,1
43.792,34,1
55.986,33,1
37.502,31,1
34.022,35,1
42.045,25,1
33.758,32,1
47.086,26,1
44.957,37,1
45.297,34,0
26.904,31,1
44.231,33,1
39.894,36,1
45.528,40,0
53.682,29,1
27.51,37,1
24.076,39,0
50.12,32,1
48.18,40,0
46.28,36,1
34.671,29,1
24.104,34,1
45.882,35,1
21.216,38,1
40.294,31,1
49.395,34,0
55.938,31,1
42.64,30,1
49.826,36,1
35.123,36,0
62.89,40,1
55.439,42,0
31.373,38,1
38.787,32,0
46.907,33,1
32.934,34,1
38.142,26,1
45.996,26,1
34.993,25,1
61.249,40,1
30.868,27,1
65.692,33,1
53.749,41,0
46.84,36,1
56.734,37,1
63.95,40,1
51.808,35,1
59.705,30,1
22.326,29,0
46.782,35,0
39.332,37,1
45.247,39,1
31.476,30,1
42.835,28,1
59.08,31,0
45.14,34,1
60.313,40,1
41.454,21,1
49.54,39,1
60.309,44,1
29.353,27,1
33.261,34,1
48.16,23,1
35.331,40,1
43.169,29,1
30.499,39,0
33.12,34,1
59.465,36,1
45.471,31,1
33.036,39,1
46.267,35,1
43.435,35,1
46.245,33,1
50.101,30,1
48.607,33,1
35.349,37,1
33.612,38,0
29.948,38,1
49.207,31,1
39.21,38,0
58.323,26,1
26.812,35,0
51.794,27,1
51.71,29,1
37.522,38,1
32.56,39,1
31.957,38,1
47.834,26,1
54.763,43,1
27.104,35,1
47.392,44,1
46.26,34,1
33.762,38,1
45.889,40,1
30.311,39,1
52.067,29,1
42.436,36,0
34.663,41,0
36.861,41,1
36.85,35,1
51.285,40,1
39.718,41,1
40.825,29,1
29.806,39,0
31.15,42,1
28.389,35,1
39.949,43,1
28.57,37,0
60.886,41,0
34.422,30,1
28.679,38,0
41.715,39,0
45.041,41,0
40.907,40,0
45.504,31,1
38.946,37,1
36.914,31,1
41.532,35,1
30.091,28,1
54.126,32,1
43.461,34,1
20.189,40,1
34.296,43,1
53.821,28,1
47.841,31,1
42.471,37,0
55.85,37,1
50.823,23,1
44.792,35,1
37.425,38,0
45.024,34,0
42.919,40,0
26.964,37,1
46.7,36,0
52.859,32,0
43.844,34,1
36.188,34,0
41.587,36,0
34.282,42,0
44.069,35,1
49.438,35,0
40.819,39,1
55.013,31,1
61.421,39,1
60.049,36,1
53.036,36,0
29.105,35,1
35.748,44,0
40.058,30,1
51.001,23,1
48.349,32,1
31.908,34,1
36.325,40,1
56.175,26,1
44.816,37,1
44.725,45,1
65.8,36,1
38.611,31,1
55.216,34,1
39.21,24,1
46.09,37,1
41.838,38,1
31.226,41,1
54.93,38,1
18.451,39,0
35.664,41,1
36.766,37,0
40.943,27,1
46.068,28,1
30.88,34,0
52.987,36,1
39.65,36,1
24.635,30,1
48.148,35,1
39.02,33,0
34.908,41,1
42.951,28,0
28.092,35,1
50.941,29,1
44.59,34,1
44.401,42,0
52.812,46,1
30.524,33,1
45.498,37,1
41.339,32,1
56.635,31,1
34.853,32,1
66.196,38,1
59.75,41,1
45.751,40,1
50.433,33,1
23.571,29,1
53.741,23,1
54.005,29,1
49.35,42,1
57.992,26,1
32.126,37,1
42.15,39,1
37.488,33,1
36.341,40,1
31.485,40,1
52.836,38,1
20.295,40,0
25.539,30,1
47.606,42,0
47.133,33,1
42.996,34,1
43.757,40,0
30.748,36,0
42.929,38,1
45.324,36,1
50.919,37,1
44.988,27,1
56.507,29,1
48.218,24,1
42.903,36,1
53.408,36,1
54.234,36,0
44.368,27,1
40.388,34,1
28.897,38,0
73.885,49,1
55.494,33,1
53.652,34,1
43.878,40,0
68.047,38,1
54.669,32,1
38.05,32,1
60.954,42,1
35.717,37,1
60.248,28,1
36.503,36,1
40.151,29,1
44.757,28,1
49.804,36,0
45.484,33,1
36.656,35,0
44.766,30,1
46.619,30,1
33.987,41,0
40.212,35,0
36.213,39,0
46.467,44,1
32.085,34,1
45.024,23,1
37.438,41,1
46.915,34,1
34.493,28,1
44.316,30,1
32.465,37,0
37.586,37,1
31.259,25,1
63.012,38,1
38.56,36,0
45.007,29,1
54.706,36,1
30.142,35,1
43.918,38,0
50.288,30,1
43.988,27,1
44.846,32,1
59.045,31,1
44.814,37,1
47.61,36,0
31.899,31,0
45.306,33,1
26.047,39,1
30.541,38,1
40.037,35,1
37.524,36,0
31.343,32,0
44.371,37,1
47.525,33,1
44.871,43,1
30.174,39,0
47.117,36,1
57.569,39,1
34.12,43,0
43.932,27,1
52.439,37,0
42.41,39,1
33.801,32,1
51.203,36,1
47.774,37,1
38.25,39,0
43.012,37,1
42.52,36,1
51.819,43,0
45.986,41,0
36.139,36,1
49.249,37,1
43.102,32,1
48.685,27,1
40.553,36,0
61.234,37,1
47.329,36,1
57.333,35,1
40.825,39,1
49.742,48,0
46.067,32,1
35.474,31,1
40.815,40,0
34.017,35,1
49.405,27,1
37.268,26,1
45.905,38,1
51.611,36,1
46.448,26,1
51.517,31,1
53.124,30,0
27.857,38,0
25.981,31,1
43.565,29,1
52.142,35,1
29.856,39,1
27.209,38,0
50.911,30,1
48.641,35,1
60.196,35,1
44.167,32,0
33,38,0
53.012,40,1
30.812,34,1
25.839,36,0
30.687,34,1
39.347,33,1
51.637,34,1
49.618,44,1
34.867,38,1
31.294,31,0
52.263,32,1
28.58,28,1
41.409,36,1
45.827,39,1
50.292,37,1
45.436,42,0
58.792,46,0
52.445,40,1
30.317,37,1
42.936,41,1
29.118,38,1
65.084,51,0
36.718,21,1
42.205,30,1
49.581,36,1
41.509,49,0
46.227,32,1
44.267,37,1
50.75,34,1
34.207,38,1
46.606,39,1
52.269,35,1
43.132,29,1
43.851,31,1
34.94,35,1
42.158,29,1
57.905,34,1
35.163,34,0
46.507,31,1
39.265,28,1
38.21,22,1
47.654,34,1
37.396,41,0
45.831,31,1
36.899,34,0
34.755,30,1
30.001,36,0
21.358,26,1
42.932,30,1
56.26,36,0
54.449,25,1
65.737,29,1
47.465,35,1
44.689,41,1
27.934,36,1
38.254,35,1
52.119,34,1
39.308,38,1
27.828,37,1
60.229,34,1
48.253,31,1
40.695,38,1
36.158,44,0
28.373,41,0
56.569,36,1
45.866,36,0
43.79,27,1
46.111,35,0
28.98,32,1
45.851,37,0
22.289,40,1
32.57,36,0
19.504,27,1
52.37,34,1
31.595,36,1
50.246,34,1
38.141,38,0
41.016,38,1
46.846,39,1
32.042,29,1
52.239,35,1
52.956,39,1
45.142,32,1
54.274,35,0
63.661,41,0
44.984,38,1
41.277,40,0
54.155,33,1
35.198,36,0
53.441,43,1
42.365,30,1
36.97,32,1
41.028,35,1
33.445,35,1
42.467,39,1
35.109,35,1
53.777,43,1
39.449,29,1
47.189,34,0
43.855,36,1
54.998,44,1
42.322,36,1
51.743,35,0
42.581,29,1
63.591,38,1
44.994,34,1
28.313,39,0
53.335,30,1
25.851,34,1
40.293,37,1
57.374,40,1
35.808,31,1
47.778,35,1
47.234,45,1
37.313,44,1
26.316,40,1
36.305,36,0
37.808,39,0
47.819,39,1
32.597,38,1
42.22,32,1
57.623,41,1
49.553,34,1
31.318,31,1
50.169,42,0
39.932,35,1
36.262,33,1
36.84,29,1
57.906,30,1
72.736,33,1
43.623,44,0
40.143,44,0
41.063,33,1
28.229,35,1
37.073,31,1
54.841,34,1
44.653,31,0
58.895,28,1
62.771,42,0
56.419,39,1
38.411,31,1
33.267,25,1
47.374,29,1
42.333,29,1
43.861,37,1
50.437,39,0
47.259,41,1
33.8,37,1
32.082,35,1
40.237,28,1
52.828,38,0
25.312,24,1
31.942,28,1
39.303,31,0
46.057,33,1
44.353,32,1
45.782,39,0
38.628,36,1
31.562,35,0
45.26,32,1
33.374,35,1
52.188,32,0
44.719,40,1
37.92,40,1
49.516,36,1
42.683,35,1
41.09,35,1
42.382,27,1
63.516,40,0
47.486,30,1
48.205,34,1
28.177,32,1
26.637,33,0
33.373,39,1
27.282,34,1
38.796,37,1
30.968,40,1
48.928,28,1
65.934,37,1
34.44,32,1
44.562,36,1
31.83,35,1
45.643,32,1
58.377,34,1
44.133,33,1
51.007,30,1
50.895,34,1
61.742,41,1
36.16,27,1
46.397,40,0
55.32,36,0
38.104,35,1
41.313,33,1
29.783,41,1
44.614,37,1
49.538,33,1
54.994,38,1
26.173,35,1
46.762,35,0
40.458,39,0
57.438,37,1
54.274,31,1
23.684,35,1
49.923,29,1
56.495,31,1
33.755,40,1
47.38,31,1
50.388,42,1
53.352,34,1
30.404,39,0
30.533,34,1
60.31,39,0
54.536,36,1
28.109,33,1
42.279,28,1
51.794,34,1
40.855,20,1
39.374,31,1
53.166,33,1
29.439,33,1
39.407,41,1
51.062,38,1
45.227,37,1
35.76,36,1
31.174,23,1
50.953,42,0
40.83,34,1
31.602,33,1
52.041,32,1
36.817,41,1
39.891,33,1
31.337,41,0
36.566,37,0
51.852,37,0
45.708,35,1
43.364,32,0
34.394,36,0
33.689,33,1
52.902,37,1
23.1,39,0
49.091,37,0
61.742,34,0
51.285,30,1
43.65,34,1
45.977,45,0
49.917,36,1
40.824,29,1
41.427,33,1
46.773,41,1
31.35,48,1
23.482,34,0
36.222,32,1
27.957,36,0
30.592,33,1
42.97,36,0
47.917,33,1
40.178,28,1
47.966,36,1
48.953,34,0
35.315,26,1
31.988,34,0
53.073,40,0
53.838,29,1
43.509,36,1
26.992,38,1
47.393,40,1
34.925,42,1
41.686,38,1
47.269,33,1
44.845,38,1
49.837,39,1
55.798,38,1
41.433,31,1
28.521,34,1
58.907,36,1
59.131,36,1
43.123,36,1
39.644,27,1
25.684,36,0
