id,loyalty,feat.sunshine,feat.keebler,feat.nabisco,feat.private,price.sunshine,price.keebler,price.nabisco,price.private,choice
19,0,0,0,0,0,0.69,0.88,1.20,0.71,nabisco
19,0,0,0,0,0,0.99,1.09,1.09,0.71,nabisco
19,0,0,0,0,0,0.99,1.09,0.99,0.71,nabisco
19,0,0,0,0,0,0.99,1.09,0.99,0.71,nabisco
19,0,0,0,1,0,0.96,1.19,0.89,0.68,nabisco
19,0,0,0,0,0,0.79,1.09,1.09,0.78,nabisco
19,0,0,0,0,0,0.49,1.09,1.09,0.78,nabisco
19,0,0,0,1,0,0.96,0.99,1.09,0.68,nabisco
19,0,0,0,0,0,0.79,1.05,1.09,0.78,nabisco
19,0,0,0,0,0,0.79,1.05,1.09,0.78,nabisco
19,0,0,0,0,0,0.79,1.09,0.89,0.78,nabisco
19,0,0,0,0,0,1.03,1.09,1.19,0.64,nabisco
19,0,0,0,0,0,1.03,1.09,1.19,0.64,nabisco
19,0,0,0,0,0,1.09,1.09,1.19,0.64,nabisco
19,0,0,0,0,0,1.09,1.09,1.19,0.78,nabisco
19,0,0,0,0,0,0.96,1.29,1.05,0.68,nabisco
19,0,0,0,0,0,1.09,1.19,0.99,0.71,nabisco
19,0,0,0,0,0,1.09,1.19,0.79,0.71,nabisco
19,0,0,0,0,0,1.09,1.09,1.19,0.78,nabisco
19,0,0,0,0,0,1.09,1.19,0.99,0.78,nabisco
19,0,0,0,0,0,1.09,1.09,1.29,0.78,nabisco
19,0,0,0,0,0,1.09,1.09,1.29,0.78,nabisco
19,0,0,0,1,0,1.09,1.21,1.19,0.64,nabisco
19,0,0,0,0,0,0.79,1.21,1.19,0.64,nabisco
19,0,0,0,0,0,0.79,1.21,1.19,0.64,nabisco
19,0,0,0,0,0,1.09,1.19,0.94,0.78,nabisco
19,0,1,0,0,0,0.79,1.21,1.09,0.78,nabisco
19,1,0,0,0,0,0.79,1.21,1.09,0.78,nabisco
19,1,0,0,0,0,0.79,1.21,1.09,0.78,nabisco
19,1,0,0,0,0,1.09,1.21,1.09,0.79,nabisco
19,1,0,0,0,0,1.09,1.09,1.09,1.15,private
19,1,0,0,0,0,1.09,1.13,1.09,0.96,nabisco
19,1,0,0,0,0,0.97,1.25,1.25,0.65,nabisco
19,1,0,0,0,0,1.09,1.21,1.29,0.91,nabisco
19,1,0,0,0,0,1.09,1.21,1.09,0.92,nabisco
19,1,1,0,0,0,0.89,1.21,0.99,0.86,nabisco
19,1,0,0,1,0,0.89,1.21,0.99,0.86,nabisco
19,1,0,0,0,0,1.09,1.14,1.29,0.96,nabisco
19,1,0,0,0,0,1.05,1.17,0.99,0.65,nabisco
19,1,0,0,0,0,0.95,1.21,0.99,0.82,nabisco
19,1,0,0,0,0,1.09,1.09,1.29,0.79,nabisco
19,1,0,0,0,0,1.09,1.04,0.99,0.72,nabisco
19,1,0,0,0,0,1.29,1.04,1.29,0.96,nabisco
20,1,0,0,0,0,0.89,0.99,0.89,0.50,private
20,1,0,0,0,1,0.89,0.99,0.89,0.50,private
20,1,0,0,0,0,0.99,1.09,0.95,0.55,private
20,1,0,0,0,0,0.89,0.99,1.05,0.65,private
20,0,0,0,0,0,0.79,1.02,1.05,0.65,private
20,0,0,0,0,1,0.89,1.02,1.05,0.49,nabisco
20,0,0,0,0,1,0.89,1.02,1.05,0.49,nabisco
20,0,0,1,0,0,0.89,0.99,1.15,0.65,private
20,0,0,0,0,1,0.89,1.15,0.99,0.50,private
20,0,0,0,0,0,0.97,1.09,1.15,0.49,private
20,0,0,0,0,0,0.88,0.99,1.15,0.60,nabisco
20,0,0,0,1,1,0.97,1.15,1.09,0.59,private
20,0,0,1,0,0,0.88,0.98,1.08,0.58,private
20,0,0,0,0,0,0.97,1.25,1.25,0.60,nabisco
20,0,0,0,0,0,0.93,1.13,1.08,0.58,private
20,0,0,0,0,0,0.93,1.19,0.98,0.58,private
20,0,0,0,0,0,0.93,1.12,0.98,0.58,private
20,0,0,0,0,0,1.05,1.29,0.99,0.65,private
20,1,0,0,0,0,1.24,1.05,0.98,0.58,private
21,1,0,0,0,0,0.98,0.88,1.20,0.71,nabisco
21,1,0,0,0,0,0.69,1.09,1.09,0.71,nabisco
21,1,0,0,0,0,0.98,0.99,1.09,0.71,nabisco
21,1,0,0,0,0,0.99,1.09,1.09,0.71,nabisco
21,1,0,0,0,0,0.99,0.99,1.09,0.71,nabisco
21,1,0,0,0,0,0.99,1.09,0.99,0.71,nabisco
21,1,0,0,0,0,0.79,1.09,1.09,0.78,nabisco
21,1,0,0,0,0,0.49,1.09,1.09,0.78,nabisco
21,1,0,0,0,0,1.03,1.09,0.89,0.78,nabisco
21,1,0,0,0,0,0.99,1.05,1.09,0.78,nabisco
21,1,0,0,0,0,0.79,1.09,0.89,0.78,nabisco
21,1,0,0,0,0,1.03,1.09,1.19,0.64,nabisco
21,1,0,0,0,0,1.09,1.09,1.19,0.64,nabisco
21,1,0,0,0,0,1.09,1.09,1.19,0.78,nabisco
21,1,0,0,0,0,1.09,1.19,0.99,0.71,nabisco
21,1,0,0,0,0,1.09,1.19,0.99,0.71,nabisco
21,1,0,0,0,0,0.89,1.09,1.19,0.84,nabisco
21,1,0,0,0,0,1.09,1.19,0.99,0.78,nabisco
21,1,0,0,0,0,1.09,1.09,1.29,0.78,nabisco
21,1,0,0,0,0,0.79,1.21,1.19,0.64,nabisco
21,1,0,0,0,0,1.09,1.19,1.29,0.78,keebler
21,1,1,0,0,0,0.79,1.21,1.09,0.78,nabisco
21,1,0,0,0,0,0.79,1.21,1.09,0.78,nabisco
21,1,0,0,0,0,1.09,1.21,1.29,0.79,nabisco
21,1,0,0,0,0,0.98,1.13,1.09,0.79,nabisco
21,1,0,0,0,0,1.09,1.21,0.99,0.86,nabisco
22,1,0,0,0,0,0.89,1.02,0.89,0.49,nabisco
22,1,0,0,0,0,0.89,1.02,0.89,0.65,nabisco
22,1,0,0,0,1,0.89,1.07,1.15,0.50,nabisco
22,1,0,0,0,1,0.89,1.15,0.99,0.50,nabisco
22,1,0,1,0,0,0.97,1.09,1.15,0.65,nabisco
22,1,0,0,0,0,0.88,1.15,0.99,0.65,nabisco
22,1,0,0,0,0,0.88,0.99,1.25,0.65,nabisco
22,1,0,1,0,0,0.97,0.99,1.25,0.60,nabisco
22,1,0,0,0,0,0.88,1.25,1.09,0.65,nabisco
22,1,0,0,1,0,0.97,1.25,1.09,0.65,nabisco
22,1,0,0,0,1,0.97,1.09,1.09,0.52,nabisco
22,1,0,0,0,0,1.05,1.25,0.99,0.65,nabisco
22,1,0,0,0,0,1.05,1.17,1.29,0.65,nabisco
22,1,0,0,0,0,1.05,1.17,1.29,0.59,nabisco
22,1,0,0,0,0,1.05,1.29,0.99,0.59,nabisco
22,1,0,0,0,0,1.05,0.99,0.99,0.65,nabisco
23,1,0,0,0,0,0.99,1.09,0.95,0.55,private
23,1,0,0,0,0,0.79,1.09,1.09,0.55,private
23,1,0,0,0,0,0.79,1.05,1.09,0.55,private
23,1,0,0,0,0,1.03,1.09,1.19,0.55,private
23,1,0,0,0,0,1.09,1.09,1.19,0.55,private
23,1,0,0,0,0,1.09,1.09,1.19,0.55,private
23,1,0,0,0,0,0.99,1.19,0.99,0.55,private
23,1,0,0,0,0,1.09,1.19,0.99,0.55,private
23,1,0,0,0,0,0.98,1.19,0.99,0.55,private
23,1,0,0,0,0,0.98,1.09,1.29,0.55,private
23,1,0,0,1,0,0.98,1.21,1.19,0.55,private
23,1,0,0,0,0,0.98,1.21,1.19,0.55,private
23,1,0,0,0,0,0.98,1.19,1.29,0.55,private
23,1,0,0,0,0,0.79,1.21,1.09,0.55,private
23,0,0,0,0,0,0.79,1.21,1.09,0.55,private
23,0,0,0,0,0,0.79,1.21,1.09,0.59,private
23,0,0,0,0,0,1.09,1.21,1.29,0.59,private
23,0,0,0,0,0,1.09,1.21,1.29,0.59,private
23,0,0,0,0,0,1.09,1.09,1.09,0.59,private
23,0,0,0,0,0,0.98,1.09,1.09,0.96,nabisco
23,0,0,0,0,0,1.09,1.21,1.29,0.59,private
23,0,0,0,0,0,1.09,1.21,1.29,0.59,private
23,0,0,0,0,0,1.09,1.21,1.09,0.59,private
23,0,0,0,0,0,1.09,1.17,1.29,0.59,private
23,0,0,0,0,0,1.09,1.04,0.99,0.59,private
24,0,0,0,0,0,0.89,0.99,0.89,0.65,private
24,0,1,0,0,0,0.89,0.99,1.01,0.69,private
24,0,0,0,0,0,1.09,1.09,1.19,0.89,private
24,0,0,0,0,1,0.79,1.25,1.06,0.49,private
24,0,0,0,0,0,0.79,1.25,0.99,0.69,private
24,0,0,0,0,0,0.98,1.09,1.29,0.69,private
24,0,0,0,0,0,0.78,1.35,1.09,0.65,private
24,0,0,0,0,0,0.98,1.19,1.29,0.89,private
24,0,1,0,0,0,0.79,1.21,1.09,0.89,private
24,0,0,0,0,0,0.97,1.25,1.25,0.65,private
24,0,0,0,0,0,1.19,1.35,1.09,0.89,private
24,0,0,0,0,0,1.19,1.29,1.29,0.89,private
24,0,0,0,0,0,1.05,1.25,0.99,0.59,private
24,0,0,0,0,0,0.89,1.35,1.04,0.89,private
24,0,0,0,0,0,1.05,1.29,0.99,0.59,private
25,0,0,0,0,0,0.89,0.99,0.89,0.65,nabisco
25,0,1,0,0,0,0.49,1.09,1.09,0.78,sunshine
25,0,0,0,0,0,0.89,1.05,0.89,0.65,sunshine
25,0,0,0,0,0,0.89,1.02,1.05,0.65,sunshine
25,0,0,0,0,1,0.89,1.07,1.15,0.50,sunshine
25,0,0,1,0,0,0.89,0.99,1.15,0.65,sunshine
25,0,1,0,0,0,0.49,1.25,1.06,0.69,sunshine
25,0,1,1,0,0,0.79,0.99,1.15,0.65,sunshine
25,0,0,0,0,0,0.79,1.15,0.99,0.65,sunshine
25,0,0,0,0,0,0.79,1.21,1.19,0.69,private
25,0,1,0,0,0,0.79,1.35,1.29,0.65,sunshine
25,0,0,0,0,0,0.79,1.21,1.09,0.78,sunshine
25,0,0,0,0,0,1.09,1.21,1.29,0.99,private
25,0,0,0,0,0,0.95,1.21,0.99,0.82,sunshine
25,0,0,0,0,0,1.19,1.25,0.89,0.68,nabisco
25,0,0,0,0,0,1.05,0.99,0.99,0.65,private
26,1,0,0,0,0,0.69,0.88,0.89,0.55,private
26,1,0,0,0,0,0.99,0.99,1.09,0.55,private
26,1,0,0,0,0,0.99,1.09,0.99,0.55,private
26,1,0,0,0,0,0.79,1.09,1.09,0.55,private
26,1,0,0,0,0,0.49,1.09,1.09,0.78,sunshine
26,1,0,0,0,0,0.59,1.09,0.89,0.55,private
26,1,0,0,0,0,0.79,1.09,0.89,0.55,private
26,1,0,0,0,0,0.79,1.05,1.09,0.55,private
26,1,0,0,0,0,1.03,1.09,0.89,0.55,private
26,1,0,0,0,0,1.03,1.09,0.89,0.55,private
26,1,0,0,0,0,1.09,1.09,1.19,0.55,private
26,1,0,0,0,0,0.89,1.09,1.19,0.55,private
26,1,0,0,0,0,0.89,1.09,1.19,0.55,private
26,1,0,0,0,0,0.89,1.09,1.19,0.55,private
26,1,0,0,0,0,1.09,1.19,0.99,0.55,private
26,1,0,0,0,0,1.09,1.09,1.29,0.55,private
26,1,0,0,0,0,1.09,1.09,1.29,0.55,private
26,1,0,0,1,0,1.09,1.21,1.19,0.55,private
26,0,0,0,0,0,0.79,1.21,1.19,0.55,private
26,0,0,0,0,0,0.79,1.21,1.19,0.55,private
26,0,0,0,0,0,0.79,1.19,1.29,0.89,private
26,0,1,0,0,0,0.79,1.21,1.09,0.55,private
26,0,0,0,0,0,1.09,1.21,1.09,0.59,private
26,0,0,0,0,0,1.09,1.21,1.09,0.59,private
26,0,0,0,0,0,1.09,1.21,1.09,0.59,private
26,0,0,0,1,0,0.89,1.21,0.99,0.59,private
26,0,0,0,0,0,1.09,1.04,1.29,0.59,private
26,0,0,0,0,0,0.95,1.21,0.99,0.59,private
26,0,0,0,0,0,0.95,1.21,0.99,0.59,private
26,0,0,0,0,0,1.09,1.09,1.29,0.59,private
26,0,0,0,0,0,1.09,1.21,1.29,0.59,private
26,0,0,0,0,0,0.96,1.39,1.09,0.68,nabisco
26,0,0,0,0,0,1.29,1.04,1.29,0.59,private
27,0,0,0,0,0,0.59,0.99,0.89,0.65,sunshine
27,0,0,0,0,0,0.89,0.89,1.05,0.65,private
27,0,0,0,0,1,0.89,0.99,0.89,0.50,private
27,0,0,0,0,0,0.89,1.05,1.05,0.65,private
27,0,0,0,0,0,0.89,1.02,1.05,0.65,private
27,0,0,0,0,1,0.89,1.02,1.05,0.50,private
27,0,0,0,0,1,0.89,1.07,1.15,0.50,private
27,0,0,0,0,0,0.89,0.99,1.15,0.65,private
27,0,0,0,0,1,0.88,1.15,1.25,0.59,private
27,0,0,0,0,0,0.88,1.25,1.25,0.65,private
27,0,0,0,1,0,0.97,1.25,1.09,0.65,private
27,0,0,0,1,0,0.97,1.17,1.09,0.65,private
27,0,0,0,1,0,1.05,1.25,0.99,0.65,private
27,0,0,0,0,0,1.05,1.25,0.99,0.65,private
27,0,0,0,0,0,1.05,1.17,1.29,0.65,private
27,0,0,0,0,0,1.05,1.17,0.99,0.65,private
27,0,0,0,0,0,1.05,0.99,1.29,0.65,private
28,0,0,0,0,0,0.89,0.99,0.89,0.65,nabisco
28,0,0,0,0,0,0.89,0.99,0.89,0.65,nabisco
28,0,0,0,0,0,0.89,0.99,1.05,0.65,nabisco
28,0,0,0,1,0,0.79,1.05,0.89,0.65,nabisco
28,0,0,0,0,0,0.89,1.02,1.05,0.65,nabisco
28,0,1,0,1,0,0.79,1.02,0.89,0.65,nabisco
28,0,0,0,0,0,0.89,1.02,0.89,0.65,nabisco
28,0,0,0,0,1,0.89,1.07,1.15,0.50,nabisco
28,1,0,1,0,0,0.89,0.99,1.15,0.65,nabisco
28,1,0,0,0,0,0.89,0.99,1.15,0.60,nabisco
28,1,0,0,0,0,0.89,1.15,0.99,0.60,nabisco
28,1,0,0,0,0,0.89,1.15,0.99,0.60,nabisco
28,1,0,0,0,0,0.97,1.15,0.99,0.60,nabisco
28,1,0,0,0,0,0.97,1.15,0.74,0.60,nabisco
28,1,0,0,0,0,0.97,1.15,1.25,0.60,nabisco
28,1,0,0,0,0,0.97,1.25,1.09,0.61,nabisco
28,1,0,0,0,0,0.97,0.99,1.25,0.60,nabisco
28,1,0,1,0,0,0.97,0.99,1.25,0.60,nabisco
28,1,0,0,0,0,0.97,1.25,1.25,0.60,nabisco
28,1,0,0,0,0,0.97,1.25,1.25,0.60,nabisco
28,1,0,0,0,0,0.97,1.25,1.25,0.60,nabisco
28,1,0,0,1,0,0.97,1.09,1.09,0.60,nabisco
28,1,0,0,0,0,0.97,1.09,1.09,0.60,nabisco
28,1,0,0,0,0,1.09,1.21,1.29,0.93,nabisco
28,1,0,0,0,0,1.09,1.21,0.99,0.84,nabisco
28,1,0,1,0,0,0.89,1.09,1.29,0.96,nabisco
28,1,0,0,0,0,1.09,1.09,1.29,0.96,nabisco
28,1,0,0,0,0,1.09,1.09,1.29,0.96,nabisco
28,1,0,0,0,0,1.19,1.25,0.89,0.68,nabisco
28,1,0,0,0,0,1.29,1.04,1.29,0.96,nabisco
28,1,0,0,0,0,1.09,1.25,1.29,0.68,nabisco
29,1,0,0,0,0,0.98,0.88,1.20,0.71,nabisco
29,1,0,0,0,0,0.69,1.09,1.09,0.71,nabisco
29,1,0,0,0,0,0.99,0.99,0.99,0.71,nabisco
29,1,0,0,0,0,0.59,1.09,0.89,0.78,nabisco
29,1,0,0,0,0,1.03,1.09,0.89,0.78,nabisco
29,1,0,0,0,0,0.96,1.19,1.19,0.68,nabisco
29,1,0,0,0,0,0.89,1.19,0.99,0.78,nabisco
29,1,0,0,0,0,0.88,1.15,1.25,0.65,nabisco
29,1,0,0,0,0,0.79,1.21,1.19,0.64,nabisco
29,1,1,0,0,0,0.79,1.21,1.09,0.78,nabisco
29,1,0,0,0,0,1.09,1.09,1.09,0.96,nabisco
29,1,0,0,0,0,0.98,1.13,1.09,0.79,nabisco
29,1,0,0,0,0,1.09,1.21,1.29,0.93,nabisco
29,1,0,0,0,0,0.95,1.21,0.99,0.82,nabisco
29,1,0,0,0,0,1.09,1.09,1.29,0.79,nabisco
30,0,0,0,0,0,0.69,0.88,1.09,0.71,nabisco
30,0,0,0,0,0,0.96,1.19,0.79,0.68,nabisco
30,0,0,0,0,0,0.49,1.09,1.09,0.78,sunshine
30,0,0,0,0,0,1.03,1.09,0.89,0.78,nabisco
30,0,0,0,0,0,1.03,1.09,0.89,0.78,nabisco
30,0,0,0,0,0,0.99,1.19,0.99,0.71,nabisco
30,0,0,0,0,0,1.09,1.19,0.99,0.71,nabisco
30,0,0,0,0,0,0.96,1.29,1.05,0.68,nabisco
30,0,0,0,0,0,0.98,1.09,1.29,0.78,nabisco
30,0,0,0,0,0,0.88,1.09,1.05,0.58,sunshine
30,0,0,0,0,0,0.98,1.19,1.29,0.89,private
30,0,0,0,0,0,0.98,1.19,1.29,0.89,private
30,0,0,0,0,0,0.98,1.19,1.29,0.78,nabisco
30,0,0,0,0,0,1.09,1.21,1.29,0.79,nabisco
30,0,0,0,0,0,1.09,1.21,1.09,0.86,nabisco
30,0,0,0,0,0,1.09,1.21,1.09,0.84,nabisco
30,0,0,0,1,0,0.89,1.21,0.99,0.86,nabisco
30,0,0,0,0,0,1.09,1.21,0.99,0.82,nabisco
30,0,0,0,0,0,1.09,1.16,1.29,0.79,nabisco
31,0,0,0,0,0,0.89,0.99,0.89,0.65,nabisco
31,0,0,0,1,0,0.89,0.99,0.89,0.65,nabisco
31,0,0,0,0,0,0.89,0.99,1.05,0.65,private
31,0,0,0,0,0,0.79,1.09,1.09,0.89,private
31,0,0,0,0,0,1.03,1.09,0.89,0.89,private
31,0,0,0,0,0,1.03,1.09,0.89,0.89,private
31,0,0,0,0,0,0.79,1.02,1.05,0.65,private
31,0,0,0,0,0,0.79,1.05,1.09,0.89,private
31,0,0,0,1,0,0.99,1.08,0.89,0.68,nabisco
31,0,0,0,0,0,1.03,1.09,1.19,0.69,private
31,0,0,0,0,0,1.09,1.09,1.19,0.89,private
31,0,0,0,0,0,0.98,1.09,1.29,0.89,private
31,0,0,0,0,0,0.98,1.21,1.19,0.69,private
31,0,0,0,1,0,0.97,1.25,1.09,0.65,private
31,0,0,0,0,0,1.09,1.21,1.29,0.89,private
31,0,0,0,0,0,1.09,1.35,1.29,0.73,private
31,0,0,0,1,0,1.05,1.25,0.99,0.65,private
31,0,0,1,0,0,0.89,1.09,1.29,1.15,private
31,0,0,0,0,0,1.05,1.25,0.99,0.61,nabisco
31,0,0,0,0,0,1.19,1.20,1.09,0.89,nabisco
31,0,0,0,0,0,1.19,1.25,0.89,0.68,nabisco
32,0,0,0,0,0,0.89,0.99,0.89,0.53,nabisco
32,0,0,0,0,0,0.89,0.99,0.89,0.61,nabisco
32,0,1,0,0,0,0.69,1.09,0.79,0.61,nabisco
32,0,1,0,1,0,0.79,1.04,0.89,0.62,nabisco
32,0,0,1,0,0,0.79,0.99,1.19,0.61,nabisco
32,0,0,0,0,1,0.79,1.15,0.99,0.53,nabisco
32,0,1,1,0,0,0.88,0.99,1.19,0.61,nabisco
32,1,0,0,0,0,0.97,1.15,1.09,0.61,nabisco
32,1,0,0,0,0,0.97,1.29,0.74,0.61,nabisco
32,1,0,0,0,0,1.03,1.29,1.09,0.61,nabisco
32,1,0,0,0,0,1.05,1.19,1.05,0.58,nabisco
32,1,0,0,0,0,1.05,1.25,0.99,0.61,nabisco
32,1,0,0,0,0,1.05,1.29,1.25,0.61,nabisco
32,1,0,0,1,0,1.05,1.29,0.99,0.61,nabisco
33,1,0,0,0,0,0.69,0.88,1.20,0.71,nabisco
33,1,0,0,0,0,0.79,1.09,1.09,0.55,private
33,1,0,0,1,0,0.79,1.05,0.89,0.65,nabisco
33,1,0,0,0,0,0.89,1.02,1.05,0.65,nabisco
33,1,0,0,1,0,0.89,1.02,0.89,0.65,nabisco
33,1,0,0,0,0,0.93,0.98,0.88,0.59,nabisco
33,1,0,0,0,0,0.89,1.07,1.15,0.65,sunshine
33,1,0,1,0,0,0.89,0.99,1.15,0.65,keebler
33,1,0,0,0,0,0.99,1.19,0.99,0.71,nabisco
33,0,0,0,0,0,1.09,1.19,0.99,0.55,private
33,0,0,0,0,0,0.89,1.09,1.19,0.78,keebler
33,0,0,0,0,0,0.97,1.15,0.99,0.60,sunshine
33,0,0,0,0,0,0.98,1.09,1.29,0.55,private
33,0,0,0,1,0,0.98,1.21,1.19,0.69,private
33,0,0,0,0,0,0.98,1.21,1.19,0.69,private
33,0,0,0,0,0,0.98,1.19,1.29,0.78,nabisco
33,0,0,0,0,0,0.98,1.19,1.29,0.55,private
33,0,0,0,0,0,0.97,0.99,1.25,0.60,keebler
33,0,0,0,0,0,0.79,1.21,1.09,0.78,sunshine
33,0,0,0,0,0,0.88,0.98,1.08,0.58,nabisco
33,0,0,0,0,0,0.97,1.25,1.25,0.60,nabisco
33,0,0,0,1,0,0.97,1.09,1.09,0.60,nabisco
33,0,0,0,0,0,1.09,1.21,1.29,0.93,nabisco
33,0,0,0,0,0,1.09,1.21,1.29,0.59,private
33,0,0,0,0,0,1.09,1.21,1.29,1.05,private
33,0,0,0,0,0,1.09,1.21,1.09,0.59,private
33,0,0,0,0,0,1.09,1.21,1.09,0.59,private
33,0,0,0,0,0,1.05,1.25,0.99,0.65,nabisco
33,0,0,0,0,0,0.93,1.19,1.00,0.63,nabisco
33,0,0,0,0,0,1.05,1.17,1.29,0.65,nabisco
33,0,0,0,0,0,1.09,1.09,1.29,1.15,private
33,0,0,0,0,0,0.93,1.12,1.19,0.63,nabisco
33,0,0,0,0,0,1.05,1.25,0.99,0.59,nabisco
33,0,0,0,0,0,0.95,1.25,0.99,0.82,nabisco
33,0,0,0,0,0,0.93,1.12,1.19,0.64,nabisco
33,0,0,0,0,0,1.09,1.16,1.29,0.89,private
33,0,0,0,0,0,0.95,1.04,0.99,0.79,private
33,0,0,0,0,1,1.24,1.05,0.98,0.38,private
33,0,0,0,0,0,1.29,1.04,1.18,0.96,nabisco
34,0,0,0,0,0,0.89,0.99,0.89,0.65,nabisco
34,0,0,0,0,0,0.89,0.89,1.05,0.65,nabisco
34,0,0,0,0,1,0.89,0.99,0.89,0.50,nabisco
34,0,0,0,0,0,0.89,0.99,0.89,0.65,nabisco
34,0,0,0,1,0,0.79,1.05,0.89,0.65,nabisco
34,0,0,0,0,0,0.79,1.05,0.89,0.65,nabisco
34,0,0,0,0,0,0.79,1.02,1.05,0.65,nabisco
34,0,0,0,0,1,0.89,1.07,1.15,0.50,private
34,0,0,0,0,0,0.89,0.99,1.15,0.60,nabisco
34,0,0,0,1,0,0.89,1.15,0.99,0.60,nabisco
34,0,0,0,0,0,0.88,0.99,1.15,0.60,keebler
34,0,0,0,0,0,0.97,1.15,0.99,0.60,nabisco
34,0,0,0,0,0,0.97,1.15,0.99,0.60,nabisco
34,0,0,0,1,0,0.97,1.25,1.09,0.60,nabisco
34,1,0,1,0,0,0.97,0.99,1.25,0.60,nabisco
34,1,0,0,0,0,0.97,1.25,1.09,0.60,nabisco
34,1,0,0,1,0,0.97,1.25,1.09,0.60,nabisco
34,1,0,0,0,0,0.97,1.25,1.25,0.60,nabisco
34,1,0,0,0,0,0.97,1.25,1.25,0.60,nabisco
34,1,0,0,0,0,0.97,1.25,1.25,0.65,nabisco
34,1,0,0,1,0,1.05,1.25,0.99,0.65,nabisco
34,1,0,0,1,0,1.05,1.25,0.99,0.65,nabisco
34,1,0,0,0,0,1.05,1.17,1.29,0.65,nabisco
34,1,0,0,0,0,1.05,1.25,0.99,0.59,nabisco
34,1,0,0,0,0,1.05,1.25,0.99,0.59,nabisco
34,1,0,0,0,0,1.05,0.99,1.29,0.59,private
34,1,0,0,0,0,1.24,1.05,1.19,0.64,nabisco
34,1,0,0,0,0,1.05,1.29,0.99,0.65,nabisco
34,1,0,0,0,0,1.05,1.29,1.29,0.65,nabisco
35,1,0,0,0,0,0.59,0.99,0.89,0.65,nabisco
35,1,0,0,0,1,0.89,0.99,0.89,0.50,nabisco
35,1,0,0,0,0,0.89,0.99,1.05,0.65,nabisco
35,1,1,0,0,0,0.69,1.05,0.89,0.65,nabisco
35,1,0,0,0,0,0.89,0.99,1.15,0.60,nabisco
35,1,0,0,1,0,0.89,1.15,0.99,0.60,nabisco
35,1,0,0,0,0,0.97,1.15,0.99,0.60,nabisco
35,1,0,0,1,1,0.97,1.15,1.09,0.57,nabisco
35,1,0,1,0,0,0.97,0.99,1.25,0.60,nabisco
35,1,0,0,0,0,0.97,1.25,1.09,0.60,nabisco
35,1,0,0,0,0,0.97,1.09,1.09,0.60,nabisco
35,1,0,0,0,1,1.05,1.25,0.99,0.50,nabisco
35,1,0,0,0,0,1.05,1.25,0.99,0.59,nabisco
35,1,0,1,0,0,1.05,0.99,1.29,0.59,nabisco
35,1,0,0,1,0,1.05,1.29,0.99,0.59,nabisco
35,1,0,0,0,0,1.29,1.04,1.18,0.96,nabisco
36,1,0,0,0,0,0.69,0.88,0.89,0.55,private
36,1,0,0,1,0,0.68,0.88,0.88,0.59,nabisco
36,1,0,0,0,0,0.69,0.88,1.06,0.68,sunshine
36,1,0,0,0,0,0.85,1.08,0.89,0.68,nabisco
36,1,0,0,0,0,0.79,1.09,1.09,0.55,private
36,1,0,0,0,0,0.93,0.98,0.88,0.59,nabisco
36,1,0,0,0,0,0.79,1.05,1.09,0.89,private
36,0,0,0,0,0,0.98,1.05,1.09,0.55,private
36,0,0,0,0,0,0.98,1.09,0.89,0.55,private
36,0,0,0,0,0,1.09,1.09,1.19,0.55,private
36,0,0,0,0,0,1.09,1.09,1.19,0.72,private
36,0,0,0,0,0,0.89,1.09,1.19,0.84,nabisco
36,0,0,0,0,0,0.98,1.19,0.99,0.78,nabisco
36,0,0,0,0,0,0.97,1.15,0.99,0.61,nabisco
36,0,0,0,0,0,0.98,1.09,1.29,0.89,private
36,0,0,0,0,0,0.98,1.09,1.29,0.78,nabisco
36,0,0,0,0,0,0.98,1.21,1.19,0.64,nabisco
36,0,0,0,0,0,0.98,1.19,1.29,0.62,private
36,0,0,0,1,0,1.09,1.19,1.09,0.68,keebler
36,0,0,0,0,0,1.09,1.21,1.29,0.59,private
36,0,1,0,1,0,0.79,1.24,0.99,0.68,nabisco
36,0,0,1,0,0,0.89,1.09,1.29,0.96,nabisco
36,0,0,0,0,0,0.95,1.19,1.29,0.89,private
36,0,0,1,0,0,1.05,0.99,1.29,0.59,keebler
36,0,0,0,1,0,1.05,1.29,0.99,0.59,nabisco
36,0,0,0,0,0,1.09,1.04,0.99,0.79,private
36,0,0,0,0,0,0.95,1.04,1.23,1.15,private
36,0,0,0,0,0,1.29,1.04,1.23,1.15,private
37,0,0,0,0,0,0.79,0.99,0.69,0.69,nabisco
37,0,0,0,0,0,0.99,0.99,1.09,0.55,private
37,0,0,0,0,0,0.99,1.09,0.99,0.55,private
37,0,0,0,0,0,0.79,1.09,1.09,0.55,private
37,0,0,0,0,0,0.89,1.04,0.99,0.61,sunshine
37,0,0,1,0,0,0.89,0.99,1.15,0.65,private
37,0,0,0,0,0,0.99,1.19,0.99,0.55,private
37,0,0,0,0,0,0.79,1.21,1.19,0.55,private
37,0,0,0,1,0,0.97,1.25,1.09,0.65,private
37,0,0,0,0,0,1.09,1.21,1.09,0.59,private
37,0,0,0,1,0,0.97,1.17,1.09,0.65,private
37,0,0,0,0,0,0.98,1.13,1.11,0.59,private
37,0,0,0,0,0,1.09,1.21,1.29,0.91,nabisco
37,0,0,0,0,0,1.09,1.16,1.29,0.59,private
37,0,0,0,0,0,1.09,1.04,0.99,0.59,private
